,GP,MP,OPP POSS,PPP,OPP PPP,PTS DIFF PER80,REB,OPP REB,ORB%,DRB%,RB%,TO%
0,25,995.12,2013.66,0.83,0.89,-4.89,892,887,0.27,0.75,0.5,0.13
