,0
152,https://www.espn.com/mens-college-basketball/team/_/id/261/vermont-catamounts
153,https://www.espn.com/mens-college-basketball/team/_/id/2509/purdue-boilermakers
154,https://www.espn.com/mens-college-basketball/team/_/id/2172/denver-pioneers
155,https://www.espn.com/mens-college-basketball/team/_/id/2440/nevada-wolf-pack
156,https://www.espn.com/mens-college-basketball/team/_/id/2127/charleston-southern-buccaneers
157,https://www.espn.com/mens-college-basketball/team/_/id/150/duke-blue-devils
158,https://www.espn.com/mens-college-basketball/team/_/id/194/ohio-state-buckeyes
159,https://www.espn.com/mens-college-basketball/team/_/id/238/vanderbilt-commodores
160,https://www.espn.com/mens-college-basketball/team/_/id/30/usc-trojans
161,https://www.espn.com/mens-college-basketball/team/_/id/36/colorado-state-rams
162,https://www.espn.com/mens-college-basketball/team/_/id/27/uc-riverside-highlanders
163,https://www.espn.com/mens-college-basketball/team/_/id/213/penn-state-nittany-lions
164,https://www.espn.com/mens-college-basketball/team/_/id/2603/saint-josephs-hawks
165,https://www.espn.com/mens-college-basketball/team/_/id/2199/eastern-michigan-eagles
166,https://www.espn.com/mens-college-basketball/team/_/id/2348/louisiana-tech-bulldogs
167,https://www.espn.com/mens-college-basketball/team/_/id/155/north-dakota-fighting-hawks
168,https://www.espn.com/mens-college-basketball/team/_/id/68/boise-state-broncos
169,https://www.espn.com/mens-college-basketball/team/_/id/2430/unc-greensboro-spartans
170,https://www.espn.com/mens-college-basketball/team/_/id/2116/ucf-knights
171,https://www.espn.com/mens-college-basketball/team/_/id/2154/coppin-state-eagles
172,https://www.espn.com/mens-college-basketball/team/_/id/2230/fordham-rams
173,https://www.espn.com/mens-college-basketball/team/_/id/2459/northern-illinois-huskies
174,https://www.espn.com/mens-college-basketball/team/_/id/2627/tarleton-texans
175,https://www.espn.com/mens-college-basketball/team/_/id/58/south-florida-bulls
176,https://www.espn.com/mens-college-basketball/team/_/id/2547/seattle-u-redhawks
177,https://www.espn.com/mens-college-basketball/team/_/id/2582/southern-jaguars
178,https://www.espn.com/mens-college-basketball/team/_/id/21/san-diego-state-aztecs
179,https://www.espn.com/mens-college-basketball/team/_/id/119/towson-tigers
180,https://www.espn.com/mens-college-basketball/team/_/id/2540/uc-santa-barbara-gauchos
181,https://www.espn.com/mens-college-basketball/team/_/id/325/cleveland-state-vikings
182,https://www.espn.com/mens-college-basketball/team/_/id/2837/texas-am-commerce-lions
183,https://www.espn.com/mens-college-basketball/team/_/id/2633/tennessee-volunteers
184,https://www.espn.com/mens-college-basketball/team/_/id/98/western-kentucky-hilltoppers
185,https://www.espn.com/mens-college-basketball/team/_/id/159/dartmouth-big-green
186,https://www.espn.com/mens-college-basketball/team/_/id/526/florida-gulf-coast-eagles
187,https://www.espn.com/mens-college-basketball/team/_/id/57/florida-gators
188,https://www.espn.com/mens-college-basketball/team/_/id/305/depaul-blue-demons
189,https://www.espn.com/mens-college-basketball/team/_/id/2608/saint-marys-gaels
190,https://www.espn.com/mens-college-basketball/team/_/id/9/arizona-state-sun-devils
191,https://www.espn.com/mens-college-basketball/team/_/id/2483/oregon-ducks
192,https://www.espn.com/mens-college-basketball/team/_/id/2724/wichita-state-shockers
193,https://www.espn.com/mens-college-basketball/team/_/id/6/south-alabama-jaguars
194,https://www.espn.com/mens-college-basketball/team/_/id/2571/south-dakota-state-jackrabbits
195,https://www.espn.com/mens-college-basketball/team/_/id/2670/vcu-rams
196,https://www.espn.com/mens-college-basketball/team/_/id/2916/incarnate-word-cardinals
197,https://www.espn.com/mens-college-basketball/team/_/id/2448/north-carolina-at-aggies
198,https://www.espn.com/mens-college-basketball/team/_/id/2241/gardner-webb-runnin-bulldogs
199,https://www.espn.com/mens-college-basketball/team/_/id/2529/sacred-heart-pioneers
200,https://www.espn.com/mens-college-basketball/team/_/id/71/bradley-braves
201,https://www.espn.com/mens-college-basketball/team/_/id/93/murray-state-racers
202,https://www.espn.com/mens-college-basketball/team/_/id/2099/canisius-golden-griffins
203,https://www.espn.com/mens-college-basketball/team/_/id/24/stanford-cardinal
204,https://www.espn.com/mens-college-basketball/team/_/id/2130/chicago-state-cougars
205,https://www.espn.com/mens-college-basketball/team/_/id/127/michigan-state-spartans
206,https://www.espn.com/mens-college-basketball/team/_/id/120/maryland-terrapins
207,https://www.espn.com/mens-college-basketball/team/_/id/2026/appalachian-state-mountaineers
208,https://www.espn.com/mens-college-basketball/team/_/id/2567/smu-mustangs
209,https://www.espn.com/mens-college-basketball/team/_/id/2520/rider-broncs
210,https://www.espn.com/mens-college-basketball/team/_/id/2413/morehead-state-eagles
211,https://www.espn.com/mens-college-basketball/team/_/id/2460/northern-iowa-panthers
212,https://www.espn.com/mens-college-basketball/team/_/id/2393/middle-tennessee-blue-raiders
213,https://www.espn.com/mens-college-basketball/team/_/id/38/colorado-buffaloes
214,https://www.espn.com/mens-college-basketball/team/_/id/2166/davidson-wildcats
215,https://www.espn.com/mens-college-basketball/team/_/id/55/jacksonville-state-gamecocks
216,https://www.espn.com/mens-college-basketball/team/_/id/2711/western-michigan-broncos
217,https://www.espn.com/mens-college-basketball/team/_/id/2097/campbell-fighting-camels
218,https://www.espn.com/mens-college-basketball/team/_/id/2325/la-salle-explorers
219,https://www.espn.com/mens-college-basketball/team/_/id/2329/lehigh-mountain-hawks
220,https://www.espn.com/mens-college-basketball/team/_/id/113/umass-minutemen
221,https://www.espn.com/mens-college-basketball/team/_/id/2379/maryland-eastern-shore-hawks
222,https://www.espn.com/mens-college-basketball/team/_/id/59/georgia-tech-yellow-jackets
223,https://www.espn.com/mens-college-basketball/team/_/id/2515/radford-highlanders
224,https://www.espn.com/mens-college-basketball/team/_/id/48/delaware-blue-hens
225,https://www.espn.com/mens-college-basketball/team/_/id/2010/alabama-am-bulldogs
226,https://www.espn.com/mens-college-basketball/team/_/id/87/notre-dame-fighting-irish
227,https://www.espn.com/mens-college-basketball/team/_/id/218/temple-owls
228,https://www.espn.com/mens-college-basketball/team/_/id/222/villanova-wildcats
229,https://www.espn.com/mens-college-basketball/team/_/id/2815/lindenwood-lions
230,https://www.espn.com/mens-college-basketball/team/_/id/225/brown-bears
231,https://www.espn.com/mens-college-basketball/team/_/id/46/georgetown-hoyas
232,https://www.espn.com/mens-college-basketball/team/_/id/2856/california-baptist-lancers
233,https://www.espn.com/mens-college-basketball/team/_/id/2426/navy-midshipmen
234,https://www.espn.com/mens-college-basketball/team/_/id/2678/vmi-keydets
235,https://www.espn.com/mens-college-basketball/team/_/id/52/florida-state-seminoles
236,https://www.espn.com/mens-college-basketball/team/_/id/233/south-dakota-coyotes
237,https://www.espn.com/mens-college-basketball/team/_/id/2523/robert-morris-colonials
238,https://www.espn.com/mens-college-basketball/team/_/id/2636/utsa-roadrunners
239,https://www.espn.com/mens-college-basketball/team/_/id/149/montana-grizzlies
240,https://www.espn.com/mens-college-basketball/team/_/id/2640/texas-southern-tigers
241,https://www.espn.com/mens-college-basketball/team/_/id/2239/cal-state-fullerton-titans
242,https://www.espn.com/mens-college-basketball/team/_/id/2377/mcneese-cowboys
243,https://www.espn.com/mens-college-basketball/team/_/id/2751/wyoming-cowboys
244,https://www.espn.com/mens-college-basketball/team/_/id/264/washington-huskies
245,https://www.espn.com/mens-college-basketball/team/_/id/304/idaho-state-bengals
246,https://www.espn.com/mens-college-basketball/team/_/id/2193/east-tennessee-state-buccaneers
247,https://www.espn.com/mens-college-basketball/team/_/id/2755/grambling-tigers
248,https://www.espn.com/mens-college-basketball/team/_/id/2674/valparaiso-beacons
249,https://www.espn.com/mens-college-basketball/team/_/id/350/unc-wilmington-seahawks
250,https://www.espn.com/mens-college-basketball/team/_/id/2908/south-carolina-upstate-spartans
251,https://www.espn.com/mens-college-basketball/team/_/id/257/richmond-spiders
252,https://www.espn.com/mens-college-basketball/team/_/id/2197/eastern-illinois-panthers
253,https://www.espn.com/mens-college-basketball/team/_/id/151/east-carolina-pirates
254,https://www.espn.com/mens-college-basketball/team/_/id/2066/binghamton-bearcats
255,https://www.espn.com/mens-college-basketball/team/_/id/2244/george-mason-patriots
256,https://www.espn.com/mens-college-basketball/team/_/id/2382/mercer-bears
257,https://www.espn.com/mens-college-basketball/team/_/id/254/utah-utes
258,https://www.espn.com/mens-college-basketball/team/_/id/2168/dayton-flyers
259,https://www.espn.com/mens-college-basketball/team/_/id/2561/siena-saints
260,https://www.espn.com/mens-college-basketball/team/_/id/28/uc-san-diego-tritons
261,https://www.espn.com/mens-college-basketball/team/_/id/61/georgia-bulldogs
262,https://www.espn.com/mens-college-basketball/team/_/id/2437/omaha-mavericks
263,https://www.espn.com/mens-college-basketball/team/_/id/2638/utep-miners
264,https://www.espn.com/mens-college-basketball/team/_/id/197/oklahoma-state-cowboys
265,https://www.espn.com/mens-college-basketball/team/_/id/311/maine-black-bears
266,https://www.espn.com/mens-college-basketball/team/_/id/164/rutgers-scarlet-knights
267,https://www.espn.com/mens-college-basketball/team/_/id/290/georgia-southern-eagles
268,https://www.espn.com/mens-college-basketball/team/_/id/2550/seton-hall-pirates
269,https://www.espn.com/mens-college-basketball/team/_/id/108/harvard-crimson
270,https://www.espn.com/mens-college-basketball/team/_/id/265/washington-state-cougars
271,https://www.espn.com/mens-college-basketball/team/_/id/2261/hampton-pirates
272,https://www.espn.com/mens-college-basketball/team/_/id/158/nebraska-cornhuskers
273,https://www.espn.com/mens-college-basketball/team/_/id/77/northwestern-wildcats
274,https://www.espn.com/mens-college-basketball/team/_/id/2065/bethune-cookman-wildcats
275,https://www.espn.com/mens-college-basketball/team/_/id/2320/lamar-cardinals
276,https://www.espn.com/mens-college-basketball/team/_/id/171/columbia-lions
277,https://www.espn.com/mens-college-basketball/team/_/id/258/virginia-cavaliers
278,https://www.espn.com/mens-college-basketball/team/_/id/94/northern-kentucky-norse
279,https://www.espn.com/mens-college-basketball/team/_/id/2504/prairie-view-am-panthers
280,https://www.espn.com/mens-college-basketball/team/_/id/201/oklahoma-sooners
281,https://www.espn.com/mens-college-basketball/team/_/id/2016/alcorn-state-braves
282,https://www.espn.com/mens-college-basketball/team/_/id/2296/jackson-state-tigers
283,https://www.espn.com/mens-college-basketball/team/_/id/66/iowa-state-cyclones
284,https://www.espn.com/mens-college-basketball/team/_/id/99/lsu-tigers
285,https://www.espn.com/mens-college-basketball/team/_/id/104/boston-university-terriers
286,https://www.espn.com/mens-college-basketball/team/_/id/2083/bucknell-bison
287,https://www.espn.com/mens-college-basketball/team/_/id/23/san-jose-state-spartans
288,https://www.espn.com/mens-college-basketball/team/_/id/145/ole-miss-rebels
289,https://www.espn.com/mens-college-basketball/team/_/id/2643/the-citadel-bulldogs
290,https://www.espn.com/mens-college-basketball/team/_/id/2433/ul-monroe-warhawks
291,https://www.espn.com/mens-college-basketball/team/_/id/2350/loyola-chicago-ramblers
292,https://www.espn.com/mens-college-basketball/team/_/id/2352/loyola-maryland-greyhounds
293,https://www.espn.com/mens-college-basketball/team/_/id/399/albany-great-danes
294,https://www.espn.com/mens-college-basketball/team/_/id/2692/weber-state-wildcats
295,https://www.espn.com/mens-college-basketball/team/_/id/2729/william-mary-tribe
296,https://www.espn.com/mens-college-basketball/team/_/id/2363/manhattan-jaspers
297,https://www.espn.com/mens-college-basketball/team/_/id/82/uic-flames
298,https://www.espn.com/mens-college-basketball/team/_/id/284/stonehill-skyhawks
299,https://www.espn.com/mens-college-basketball/team/_/id/2005/air-force-falcons
300,https://www.espn.com/mens-college-basketball/team/_/id/2885/njit-highlanders
301,https://www.espn.com/mens-college-basketball/team/_/id/62/hawaii-rainbow-warriors
302,https://www.espn.com/mens-college-basketball/team/_/id/2029/arkansas-pine-bluff-golden-lions
303,https://www.espn.com/mens-college-basketball/team/_/id/295/old-dominion-monarchs
304,https://www.espn.com/mens-college-basketball/team/_/id/107/holy-cross-crusaders
305,https://www.espn.com/mens-college-basketball/team/_/id/179/st-bonaventure-bonnies
306,https://www.espn.com/mens-college-basketball/team/_/id/112358/long-island-university-sharks
307,https://www.espn.com/mens-college-basketball/team/_/id/2182/drexel-dragons
308,https://www.espn.com/mens-college-basketball/team/_/id/2429/charlotte-49ers
309,https://www.espn.com/mens-college-basketball/team/_/id/2247/georgia-state-panthers
310,https://www.espn.com/mens-college-basketball/team/_/id/2046/austin-peay-governors
311,https://www.espn.com/mens-college-basketball/team/_/id/103/boston-college-eagles
312,https://www.espn.com/mens-college-basketball/team/_/id/2287/illinois-state-redbirds
313,https://www.espn.com/mens-college-basketball/team/_/id/250/ut-arlington-mavericks
314,https://www.espn.com/mens-college-basketball/team/_/id/160/new-hampshire-wildcats
315,https://www.espn.com/mens-college-basketball/team/_/id/91/bellarmine-knights
316,https://www.espn.com/mens-college-basketball/team/_/id/16/sacramento-state-hornets
317,https://www.espn.com/mens-college-basketball/team/_/id/227/rhode-island-rams
318,https://www.espn.com/mens-college-basketball/team/_/id/326/texas-state-bobcats
319,https://www.espn.com/mens-college-basketball/team/_/id/2115/central-connecticut-blue-devils
320,https://www.espn.com/mens-college-basketball/team/_/id/2117/central-michigan-chippewas
321,https://www.espn.com/mens-college-basketball/team/_/id/2032/arkansas-state-red-wolves
322,https://www.espn.com/mens-college-basketball/team/_/id/344/mississippi-state-bulldogs
323,https://www.espn.com/mens-college-basketball/team/_/id/79/southern-illinois-salukis
324,https://www.espn.com/mens-college-basketball/team/_/id/2623/missouri-state-bears
325,https://www.espn.com/mens-college-basketball/team/_/id/275/wisconsin-badgers
326,https://www.espn.com/mens-college-basketball/team/_/id/2210/elon-phoenix
327,https://www.espn.com/mens-college-basketball/team/_/id/44/american-university-eagles
328,https://www.espn.com/mens-college-basketball/team/_/id/111/northeastern-huskies
329,https://www.espn.com/mens-college-basketball/team/_/id/202/tulsa-golden-hurricane
330,https://www.espn.com/mens-college-basketball/team/_/id/85/iupui-jaguars
331,https://www.espn.com/mens-college-basketball/team/_/id/2086/butler-bulldogs
332,https://www.espn.com/mens-college-basketball/team/_/id/315/niagara-purple-eagles
333,https://www.espn.com/mens-college-basketball/team/_/id/2217/fairfield-stags
334,https://www.espn.com/mens-college-basketball/team/_/id/2597/st-francis-brooklyn-terriers
335,https://www.espn.com/mens-college-basketball/team/_/id/2169/delaware-state-hornets
336,https://www.espn.com/mens-college-basketball/team/_/id/140/kansas-city-roos
337,https://www.espn.com/mens-college-basketball/team/_/id/249/north-texas-mean-green
338,https://www.espn.com/mens-college-basketball/team/_/id/2579/south-carolina-gamecocks
339,https://www.espn.com/mens-college-basketball/team/_/id/2368/marist-red-foxes
340,https://www.espn.com/mens-college-basketball/team/_/id/97/louisville-cardinals
341,https://www.espn.com/mens-college-basketball/team/_/id/278/fresno-state-bulldogs
342,https://www.espn.com/mens-college-basketball/team/_/id/116/mount-st-marys-mountaineers
343,https://www.espn.com/mens-college-basketball/team/_/id/2463/cal-state-northridge-matadors
344,https://www.espn.com/mens-college-basketball/team/_/id/294/jacksonville-dolphins
345,https://www.espn.com/mens-college-basketball/team/_/id/2011/alabama-state-hornets
346,https://www.espn.com/mens-college-basketball/team/_/id/2506/presbyterian-blue-hose
347,https://www.espn.com/mens-college-basketball/team/_/id/2619/stony-brook-seawolves
348,https://www.espn.com/mens-college-basketball/team/_/id/2681/wagner-seahawks
349,https://www.espn.com/mens-college-basketball/team/_/id/135/minnesota-golden-gophers
350,https://www.espn.com/mens-college-basketball/team/_/id/42/hartford-hawks
351,https://www.espn.com/mens-college-basketball/team/_/id/2771/merrimack-warriors
352,https://www.espn.com/mens-college-basketball/team/_/id/339/evansville-purple-aces
353,https://www.espn.com/mens-college-basketball/team/_/id/322/lafayette-leopards
354,https://www.espn.com/mens-college-basketball/team/_/id/2612/saint-peters-peacocks
355,https://www.espn.com/mens-college-basketball/team/_/id/2405/monmouth-hawks
356,https://www.espn.com/mens-college-basketball/team/_/id/204/oregon-state-beavers
357,https://www.espn.com/mens-college-basketball/team/_/id/2400/mississippi-valley-state-delta-devils
358,https://www.espn.com/mens-college-basketball/team/_/id/13/cal-poly-mustangs
359,https://www.espn.com/mens-college-basketball/team/_/id/2934/cal-state-bakersfield-roadrunners
