11/1/22,Concordia,LC,S,0,,,,,,,,,,,,
11/1/22,Concordia,LC,S,1,,,,,,,,,,,,
11/1/22,Eamonn Kenah,RW,P,0,,,,,,,,,,,,
11/1/22,Concordia,RW,S,1,,,,,,,,,,,,
11/1/22,Concordia,P,L,1,,,,,,,,,,,,
11/1/22,Jackson Piotrowski,LW,S,0,,,,,,,,,,,,
11/1/22,Joe Berry,LC,S,0,,,,,,,,,,,,
11/1/22,Concordia,LW,S,1,,,,,,,,,,,,
11/1/22,Elliot Paschal,LB,F,0,,,,,,,,,,,,
11/1/22,Concordia,LW,S,0,,,,,,,,,,,,
11/1/22,Ezra Moos,P,L,0,,,,,,,,,,,,
11/1/22,Concordia,T,P,0,,,,,,,,,,,,
11/1/22,Ezra Moos,LC,S,0,,,,,,,,,,,,
11/1/22,Alec Bryan,LW,S,0,,,,,,,,,,,,
11/1/22,Concordia,RB,F,0,,,,,,,,,,,,
11/1/22,Thomas Kurowski,LW,P,1,,,,,,,,,,,,
11/1/22,Concordia,T,S,0,,,,,,,,,,,,
11/1/22,Alec Bryan,RW,S,0,,,,,,,,,,,,
11/1/22,Concordia,RB,P,1,,,,,,,,,,,,
11/1/22,Thomas Kurowski,RW,P,1,,,,,,,,,,,,
11/1/22,Thomas Kurowski,RW,S,0,,,,,,,,,,,,
11/1/22,Josh Preston,P,L,1,,,,,,,,,,,,
11/1/22,Leonardo Edo,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,LW,S,0,,,,,,,,,,,,
11/1/22,Leonardo Edo,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,1,,,,,,,,,,,,
11/1/22,Joe Berry,LE,P,0,,,,,,,,,,,,
11/1/22,Joe Berry,RC,S,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,1,,,,,,,,,,,,
11/1/22,Thomas Kurowski,RW,P,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Thomas Kurowski,RW,P,0,,,,,,,,,,,,
11/1/22,Concordia,RC,S,0,,,,,,,,,,,,
11/1/22,Alec Bryan,P,L,1,,,,,,,,,,,,
11/1/22,Elliot Paschal,T,S,0,,,,,,,,,,,,
11/1/22,Ezra Moos,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,RC,S,0,,,,,,,,,,,,
11/1/22,Alec Bryan,RW,P,0,,,,,,,,,,,,
11/1/22,Concordia,P,H,1,,,,,,,,,,,,
11/1/22,Concordia,T,S,0,,,,,,,,,,,,
11/1/22,Elliot Paschal,LW,S,0,,,,,,,,,,,,
11/1/22,Concordia,RW,S,0,,,,,,,,,,,,
11/1/22,Elliot Paschal,T,S,1,,,,,,,,,,,,
11/1/22,Concordia,LE,P,0,,,,,,,,,,,,
11/1/22,Concordia,T,P,0,,,,,,,,,,,,
11/1/22,Thomas Kurowski,LC,S,1,,,,,,,,,,,,
11/1/22,Concordia,LW,B,0,,,,,,,,,,,,
11/1/22,Concordia,RW,P,0,,,,,,,,,,,,
11/1/22,Joe Berry,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Thomas Kurowski,RW,S,1,,,,,,,,,,,,
11/1/22,Eamonn Kenah,LC,S,0,,,,,,,,,,,,
11/1/22,Eamonn Kenah,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Concordia,LE,B,1,,,,,,,,,,,,
11/1/22,Jackson Piotrowski,RW,P,0,,,,,,,,,,,,
11/1/22,Leonardo Edo,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,LB,F,0,,,,,,,,,,,,
11/1/22,Eamonn Kenah,RW,P,1,,,,,,,,,,,,
11/1/22,Leonardo Edo,LB,L,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Leonardo Edo,P,L,0,,,,,,,,,,,,
11/1/22,Eamonn Kenah,LW,M,0,,,,,,,,,,,,
11/1/22,Jackson Piotrowski,P,L,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Josh Preston,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,P,L,1,,,,,,,,,,,,
11/1/22,Josh Preston,P,L,0,,,,,,,,,,,,
11/1/22,Josh Preston,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,1,,,,,,,,,,,,
11/1/22,Leonardo Edo,P,F,1,,,,,,,,,,,,
11/1/22,Concordia,P,L,1,,,,,,,,,,,,
11/1/22,Josh Preston,R,L,0,,,,,,,,,,,,
11/1/22,Concordia,RW,B,0,,,,,,,,,,,,
11/1/22,Concordia,RB,F,1,,,,,,,,,,,,
11/1/22,Thomas Kurowski,RC,P,0,,,,,,,,,,,,
11/1/22,Elliot Paschal,LW,S,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,LW,S,0,,,,,,,,,,,,
11/1/22,Concordia,RW,S,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,P,H,0,,,,,,,,,,,,
11/1/22,Thomas Kurowski,TK,B,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,T,B,0,,,,,,,,,,,,
11/1/22,Leonardo Edo,C,S,0,,,,,,,,,,,,
11/1/22,Joe Berry,P,L,1,,,,,,,,,,,,
11/1/22,Leonardo Edo,P,F,0,,,,,,,,,,,,
