,Time,Action,Team
472,00:44,"Foul by AUZA,MARIANE",Emory
473,00:44,"OR,CATHERINE made free throw",Opponent
474,00:44,"OR,CATHERINE made free throw",Opponent
475,00:44,TEAM TIMEOUT by Opponent,Emory
476,00:44,"BROCK,CLAIRE missed layup",Emory
477,00:42,"OR,CATHERINE defensive rebound",Opponent
478,00:29,"CHINTALA,ANISHA missed layup",Opponent
479,00:27,"LAUDICK,MORGAN defensive rebound",Emory
480,00:02,"Turnover by LAUDICK,MORGAN",Emory
481,00:02,"Steal by OR,CATHERINE",Opponent
482,00:02,TEAM TIMEOUT by Carnegie Mellon,Opponent
483,00:02,"PRASAD,ANIKA
                                 goes to the bench",Opponent
484,00:02,"BLACK,AVA
                                 enters the game",Opponent
485,00:01,"MATSKO,MEGAN made jump shot",Opponent
486,00:01,"Assist by OR,CATHERINE",Opponent
487,00:00,TEAM TIMEOUT by Opponent,Emory
488,00:00,"AUZA,MARIANE made jump shot",Emory
489,00:00,"Assist by ARONSKY,DANIELLA",Emory
