,Time,Action,Team
466,02:54,"GILL,PREET
                                 goes to the bench",Opponent
467,02:54,"CHARACKLIS,KAYLA
                                 enters the game",Opponent
468,02:54,"MITCHELL,SARAH
                                 enters the game",Opponent
469,02:54,"MILLS,ISABELLA made free throw",Opponent
470,02:54,"MILLS,ISABELLA made free throw",Opponent
471,02:48,"BROCK,CLAIRE made layup",Emory
472,02:48,"Assist by ARONSKY,DANIELLA",Emory
473,02:37,"CHARACKLIS,KAYLA made layup",Opponent
474,02:37,"Assist by MITCHELL,SARAH",Opponent
475,02:37,"Foul by BROCK,CLAIRE",Emory
476,02:37,"BROCK,CLAIRE
                                 goes to the bench",Emory
477,02:37,"LOWNDES,CHARLOTTE
                                 enters the game",Emory
478,02:37,"CHARACKLIS,KAYLA made free throw",Opponent
479,02:08,"MUNSON,IZZY made layup",Emory
480,01:56,"PLACHTA,EMILY missed 3-pt. jump shot",Opponent
481,01:53,TEAM offensive rebound,Opponent
482,01:53,"GROSS,PAIGE
                                 goes to the bench",Emory
483,01:53,"KREUSSER,CHLOE
                                 enters the game",Emory
484,01:50,"Foul by MARTINI,KATHERINE",Emory
485,01:50,"CHARACKLIS,KAYLA made free throw",Opponent
486,01:50,"CHARACKLIS,KAYLA missed free throw",Opponent
487,01:50,"MUNSON,IZZY defensive rebound",Emory
488,01:30,"ARONSKY,DANIELLA missed 3-pt. jump shot",Emory
489,01:27,"MILLS,ISABELLA defensive rebound",Opponent
490,01:27,"Foul by MUNSON,IZZY",Emory
491,01:27,"ARONSKY,DANIELLA
                                 goes to the bench",Emory
492,01:27,"GERY,LILAH
                                 enters the game",Emory
493,01:27,"MILLS,ISABELLA missed free throw",Opponent
494,01:27,TEAM deadball rebound,Opponent
495,01:27,"MILLS,ISABELLA made free throw",Opponent
496,01:27,"MITCHELL,SARAH
                                 goes to the bench",Opponent
497,01:27,"ROBERTS,MAYA
                                 enters the game",Opponent
498,01:19,"MUNSON,IZZY missed layup",Emory
499,01:16,"MARTINI,KATHERINE offensive rebound",Emory
500,01:16,"MARTINI,KATHERINE missed layup",Emory
501,01:16,"LOWNDES,CHARLOTTE offensive rebound",Emory
502,01:16,"MUNSON,IZZY
                                 goes to the bench",Emory
503,01:16,"KENNEDY,LILY
                                 enters the game",Emory
504,00:56,"KREUSSER,CHLOE made layup",Emory
505,00:56,"Assist by GERY,LILAH",Emory
506,00:47,"Foul by GERY,LILAH",Emory
507,00:47,"PLACHTA,EMILY made free throw",Opponent
508,00:47,"PLACHTA,EMILY made free throw",Opponent
509,00:21,"LOWNDES,CHARLOTTE made 3-pt. jump shot",Emory
510,00:21,"Assist by KREUSSER,CHLOE",Emory
511,00:03,"MILLS,ISABELLA missed layup",Opponent
512,00:01,"LOWNDES,CHARLOTTE defensive rebound",Emory
