,Date,Chicago,Opponent,Half,Time,Score,Team,Action,Substitution,Player,Lineup,Game,Boundary
0,"November 6, 2021",Away,Colorado College,1,19:44,0-0,Home,"Foul by KINNEY,SAM",0,Sam Kinney,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,1
1,"November 6, 2021",Away,Colorado College,1,19:31,0-0,Away,"Turnover by PASCHAL,ELLIOT",0,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
2,"November 6, 2021",Away,Colorado College,1,19:22,0-2,Home,"ROUNAGHI,CHARLIE made jump shot",0,Charlie Rounaghi,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
3,"November 6, 2021",Away,Colorado College,1,19:22,0-2,Away,"Foul by MUNSON,ZACH",0,Zach Munson,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
4,"November 6, 2021",Away,Colorado College,1,19:22,0-3,Home,"ROUNAGHI,CHARLIE made free throw",0,Charlie Rounaghi,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
5,"November 6, 2021",Away,Colorado College,1,19:05,0-3,Away,"Foul by HOPKINS,BRYCE",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
6,"November 6, 2021",Away,Colorado College,1,19:05,0-3,Away,"Turnover by HOPKINS,BRYCE",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
7,"November 6, 2021",Away,Colorado College,1,18:48,0-5,Home,"ROUNAGHI,CHARLIE made layup",0,Charlie Rounaghi,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
8,"November 6, 2021",Away,Colorado College,1,18:48,0-5,Home,"Assist by PRICE,ADRIAN",0,Adrian Price,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
9,"November 6, 2021",Away,Colorado College,1,18:28,2-5,Away,"MARTIN,RYAN made jump shot",0,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
10,"November 6, 2021",Away,Colorado College,1,18:28,2-5,Away,"Assist by PASCHAL,ELLIOT",0,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
11,"November 6, 2021",Away,Colorado College,1,18:02,2-7,Home,"PRICE,ADRIAN made jump shot",0,Adrian Price,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
12,"November 6, 2021",Away,Colorado College,1,17:50,2-7,Away,"Turnover by BECKMAN,BRANDON",0,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
13,"November 6, 2021",Away,Colorado College,1,17:50,2-7,Home,"Steal by PRICE,ADRIAN",0,Adrian Price,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
14,"November 6, 2021",Away,Colorado College,1,17:46,2-7,Home,"Foul by ROUNAGHI,CHARLIE",0,Charlie Rounaghi,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
15,"November 6, 2021",Away,Colorado College,1,17:46,2-7,Home,"Turnover by ROUNAGHI,CHARLIE",0,Charlie Rounaghi,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
16,"November 6, 2021",Away,Colorado College,1,17:46,2-7,Home,"CRAWFORD,TREY enters the game",1,Trey Crawford,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
17,"November 6, 2021",Away,Colorado College,1,17:46,2-7,Home,"PHILIO,DEVIN enters the game",1,Devin Philio,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
18,"November 6, 2021",Away,Colorado College,1,17:46,2-7,Home,"HARRIS,TAYLOR enters the game",1,Taylor Harris,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
19,"November 6, 2021",Away,Colorado College,1,17:46,2-7,Home,"RUSSO,ALEX goes to the bench",1,Alex Russo,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
20,"November 6, 2021",Away,Colorado College,1,17:46,2-7,Home,"CUNNINGHAM,SCOTT goes to the bench",1,Scott Cunningham,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
21,"November 6, 2021",Away,Colorado College,1,17:46,2-7,Home,"KINNEY,SAM goes to the bench",1,Sam Kinney,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
22,"November 6, 2021",Away,Colorado College,1,17:33,2-7,Home,"Foul by ROUNAGHI,CHARLIE",0,Charlie Rounaghi,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
23,"November 6, 2021",Away,Colorado College,1,17:33,2-7,Home,"ROMERO,EDGAR enters the game",1,Edgar Romero,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
24,"November 6, 2021",Away,Colorado College,1,17:33,2-7,Home,"ROUNAGHI,CHARLIE goes to the bench",1,Charlie Rounaghi,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
25,"November 6, 2021",Away,Colorado College,1,17:23,5-7,Away,"MUNSON,ZACH made 3-pt. jump shot",0,Zach Munson,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
26,"November 6, 2021",Away,Colorado College,1,17:23,5-7,Away,"Assist by PASCHAL,ELLIOT",0,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
27,"November 6, 2021",Away,Colorado College,1,17:09,5-7,Away,"Foul by MARTIN,RYAN",0,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
28,"November 6, 2021",Away,Colorado College,1,17:09,5-8,Home,"PHILIO,DEVIN made free throw",0,Devin Philio,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
29,"November 6, 2021",Away,Colorado College,1,17:09,5-9,Home,"PHILIO,DEVIN made free throw",0,Devin Philio,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
30,"November 6, 2021",Away,Colorado College,1,16:59,8-9,Away,"HOPKINS,BRYCE made 3-pt. jump shot",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
31,"November 6, 2021",Away,Colorado College,1,16:59,8-9,Away,"Assist by BECKMAN,BRANDON",0,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
32,"November 6, 2021",Away,Colorado College,1,16:32,8-9,Home,"PRICE,ADRIAN missed jump shot",0,Adrian Price,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
33,"November 6, 2021",Away,Colorado College,1,16:29,8-9,Away,"MUNSON,ZACH defensive rebound",0,Zach Munson,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
34,"November 6, 2021",Away,Colorado College,1,16:23,8-9,Away,"PASCHAL,ELLIOT missed 3-pt. jump shot",0,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
35,"November 6, 2021",Away,Colorado College,1,16:19,8-9,Away,"MARTIN,RYAN offensive rebound",0,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
36,"November 6, 2021",Away,Colorado College,1,16:18,10-9,Away,"MUNSON,ZACH made jump shot",0,Zach Munson,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
37,"November 6, 2021",Away,Colorado College,1,16:18,10-9,Away,"Assist by MARTIN,RYAN",0,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
38,"November 6, 2021",Away,Colorado College,1,15:59,10-9,Home,"ROMERO,EDGAR missed 3-pt. jump shot",0,Edgar Romero,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
39,"November 6, 2021",Away,Colorado College,1,15:55,10-9,Away,"MARTIN,RYAN defensive rebound",0,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
40,"November 6, 2021",Away,Colorado College,1,15:41,12-9,Away,"MARTIN,RYAN made jump shot",0,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
41,"November 6, 2021",Away,Colorado College,1,15:20,12-9,Home,"Foul by PRICE,ADRIAN",0,Adrian Price,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
42,"November 6, 2021",Away,Colorado College,1,15:20,12-9,Away,20SEC TIMEOUT by Chicago,0,,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,0
43,"November 6, 2021",Away,Colorado College,1,15:20,12-9,Away,"KUROWSKI,THOMAS enters the game",1,Thomas Kurowski,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski, Zach Munson",1,0
44,"November 6, 2021",Away,Colorado College,1,15:20,12-9,Away,"TWYMAN,SKYLER enters the game",1,Skyler Twyman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
45,"November 6, 2021",Away,Colorado College,1,15:20,12-9,Away,"PASCHAL,ELLIOT goes to the bench",1,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
46,"November 6, 2021",Away,Colorado College,1,15:20,12-9,Away,"BECKMAN,BRANDON goes to the bench",1,Brandon Beckman,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
47,"November 6, 2021",Away,Colorado College,1,15:20,12-9,Home,"DITTMAN,KEVIN enters the game",1,Kevin Dittman,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
48,"November 6, 2021",Away,Colorado College,1,15:20,12-9,Home,"DENNIS,DEANTE' enters the game",1,Deante' Dennis,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
49,"November 6, 2021",Away,Colorado College,1,15:20,12-9,Home,"PRICE,ADRIAN goes to the bench",1,Adrian Price,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
50,"November 6, 2021",Away,Colorado College,1,15:20,12-9,Home,"HARRIS,TAYLOR goes to the bench",1,Taylor Harris,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
51,"November 6, 2021",Away,Colorado College,1,15:10,12-9,Away,"KUROWSKI,THOMAS missed 3-pt. jump shot",0,Thomas Kurowski,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
52,"November 6, 2021",Away,Colorado College,1,15:06,12-9,Home,"PHILIO,DEVIN defensive rebound",0,Devin Philio,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
53,"November 6, 2021",Away,Colorado College,1,14:53,12-9,Home,"CRAWFORD,TREY missed 3-pt. jump shot",0,Trey Crawford,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
54,"November 6, 2021",Away,Colorado College,1,14:51,12-9,Away,TEAM defensive rebound,0,,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
55,"November 6, 2021",Away,Colorado College,1,14:37,15-9,Away,"MUNSON,ZACH made 3-pt. jump shot",0,Zach Munson,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
56,"November 6, 2021",Away,Colorado College,1,14:37,15-9,Away,"Assist by KUROWSKI,THOMAS",0,Thomas Kurowski,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
57,"November 6, 2021",Away,Colorado College,1,14:21,15-9,Home,"DENNIS,DEANTE' missed jump shot",0,Deante' Dennis,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
58,"November 6, 2021",Away,Colorado College,1,14:17,15-9,Home,"CRAWFORD,TREY offensive rebound",0,Trey Crawford,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
59,"November 6, 2021",Away,Colorado College,1,14:01,15-9,Home,"CRAWFORD,TREY missed 3-pt. jump shot",0,Trey Crawford,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
60,"November 6, 2021",Away,Colorado College,1,13:56,15-9,Away,"KUROWSKI,THOMAS defensive rebound",0,Thomas Kurowski,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
61,"November 6, 2021",Away,Colorado College,1,13:53,17-9,Away,"HOPKINS,BRYCE made layup",0,Bryce Hopkins,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
62,"November 6, 2021",Away,Colorado College,1,13:53,17-9,Away,"Assist by KUROWSKI,THOMAS",0,Thomas Kurowski,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
63,"November 6, 2021",Away,Colorado College,1,13:51,17-9,Home,30SEC TIMEOUT by Colorado College,0,,"Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
64,"November 6, 2021",Away,Colorado College,1,13:51,17-9,Away,"PIOTROWSKI,JACKSON enters the game",1,Jackson Piotrowski,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0
65,"November 6, 2021",Away,Colorado College,1,13:51,17-9,Away,"MUNSON,ZACH goes to the bench",1,Zach Munson,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
66,"November 6, 2021",Away,Colorado College,1,13:51,17-9,Home,"ROUNAGHI,CHARLIE enters the game",1,Charlie Rounaghi,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
67,"November 6, 2021",Away,Colorado College,1,13:51,17-9,Home,"KINNEY,SAM enters the game",1,Sam Kinney,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
68,"November 6, 2021",Away,Colorado College,1,13:51,17-9,Home,"PHILIO,DEVIN goes to the bench",1,Devin Philio,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
69,"November 6, 2021",Away,Colorado College,1,13:51,17-9,Home,"ROMERO,EDGAR goes to the bench",1,Edgar Romero,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
70,"November 6, 2021",Away,Colorado College,1,13:33,17-9,Away,"Foul by KUROWSKI,THOMAS",0,Thomas Kurowski,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
71,"November 6, 2021",Away,Colorado College,1,13:31,17-9,Home,"KINNEY,SAM missed 3-pt. jump shot",0,Sam Kinney,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
72,"November 6, 2021",Away,Colorado College,1,13:26,17-9,Away,"MARTIN,RYAN defensive rebound",0,Ryan Martin,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
73,"November 6, 2021",Away,Colorado College,1,13:13,17-9,Away,"HOPKINS,BRYCE missed 3-pt. jump shot",0,Bryce Hopkins,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
74,"November 6, 2021",Away,Colorado College,1,13:10,17-9,Home,"DITTMAN,KEVIN defensive rebound",0,Kevin Dittman,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
75,"November 6, 2021",Away,Colorado College,1,12:55,17-11,Home,"CRAWFORD,TREY made jump shot",0,Trey Crawford,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
76,"November 6, 2021",Away,Colorado College,1,12:26,20-11,Away,"MARTIN,RYAN made 3-pt. jump shot",0,Ryan Martin,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
77,"November 6, 2021",Away,Colorado College,1,11:58,20-11,Home,"DENNIS,DEANTE' missed jump shot",0,Deante' Dennis,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
78,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Away,"MARTIN,RYAN defensive rebound",0,Ryan Martin,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
79,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Home,"Foul by DITTMAN,KEVIN",0,Kevin Dittman,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
80,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Away,20SEC TIMEOUT by Chicago,0,,"Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
81,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Away,"PASCHAL,ELLIOT enters the game",1,Elliot Paschal,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
82,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Away,"BECKMAN,BRANDON enters the game",1,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
83,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Away,"EDO,LEONARDO enters the game",1,Leonardo Edo,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
84,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Away,"HOPKINS,BRYCE goes to the bench",1,Bryce Hopkins,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
85,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Away,"MARTIN,RYAN goes to the bench",1,Ryan Martin,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Skyler Twyman, Thomas Kurowski",1,0
86,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Away,"TWYMAN,SKYLER goes to the bench",1,Skyler Twyman,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0
87,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Home,"PRICE,ADRIAN enters the game",1,Adrian Price,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0
88,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Home,"RUSSO,ALEX enters the game",1,Alex Russo,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0
89,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Home,"DITTMAN,KEVIN goes to the bench",1,Kevin Dittman,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0
90,"November 6, 2021",Away,Colorado College,1,11:56,20-11,Home,"DENNIS,DEANTE' goes to the bench",1,Deante' Dennis,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0
91,"November 6, 2021",Away,Colorado College,1,11:41,22-11,Away,"KUROWSKI,THOMAS made jump shot",0,Thomas Kurowski,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0
92,"November 6, 2021",Away,Colorado College,1,11:41,22-11,Home,"Foul by RUSSO,ALEX",0,Alex Russo,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0
93,"November 6, 2021",Away,Colorado College,1,11:41,23-11,Away,"KUROWSKI,THOMAS made free throw",0,Thomas Kurowski,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0
94,"November 6, 2021",Away,Colorado College,1,11:38,23-11,Away,"Foul by KUROWSKI,THOMAS",0,Thomas Kurowski,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0
95,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Home,"Foul by KINNEY,SAM",0,Sam Kinney,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0
96,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Home,"Turnover by KINNEY,SAM",0,Sam Kinney,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0
97,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Away,"MUNSON,ZACH enters the game",1,Zach Munson,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski, Zach Munson",1,0
98,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Away,"MARTIN,RYAN enters the game",1,Ryan Martin,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin, Thomas Kurowski, Zach Munson",1,0
99,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Away,"PIOTROWSKI,JACKSON goes to the bench",1,Jackson Piotrowski,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Thomas Kurowski, Zach Munson",1,0
100,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Away,"KUROWSKI,THOMAS goes to the bench",1,Thomas Kurowski,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
101,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Home,"MAGNUS,LEO enters the game",1,Leo Magnus,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
102,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Home,"PHILIO,DEVIN enters the game",1,Devin Philio,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
103,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Home,"HARRIS,TAYLOR enters the game",1,Taylor Harris,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
104,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Home,"CRAWFORD,TREY goes to the bench",1,Trey Crawford,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
105,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Home,"RUSSO,ALEX goes to the bench",1,Alex Russo,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
106,"November 6, 2021",Away,Colorado College,1,11:33,23-11,Home,"KINNEY,SAM goes to the bench",1,Sam Kinney,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
107,"November 6, 2021",Away,Colorado College,1,11:28,25-11,Away,"MARTIN,RYAN made jump shot",0,Ryan Martin,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
108,"November 6, 2021",Away,Colorado College,1,11:28,25-11,Away,"Assist by BECKMAN,BRANDON",0,Brandon Beckman,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
109,"November 6, 2021",Away,Colorado College,1,11:16,25-11,Home,"Turnover by ROUNAGHI,CHARLIE",0,Charlie Rounaghi,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
110,"November 6, 2021",Away,Colorado College,1,11:07,25-11,Away,"MARTIN,RYAN missed 3-pt. jump shot",0,Ryan Martin,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
111,"November 6, 2021",Away,Colorado College,1,11:03,25-11,Home,"MAGNUS,LEO defensive rebound",0,Leo Magnus,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
112,"November 6, 2021",Away,Colorado College,1,10:48,25-11,Away,"Foul by MUNSON,ZACH",0,Zach Munson,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
113,"November 6, 2021",Away,Colorado College,1,10:48,25-11,Away,"BHANDAL,ARRISH enters the game",1,Arrish Bhandal,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",1,0
114,"November 6, 2021",Away,Colorado College,1,10:48,25-11,Away,"MUNSON,ZACH goes to the bench",1,Zach Munson,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
115,"November 6, 2021",Away,Colorado College,1,10:48,25-11,Home,"RUEGG,SCOTT enters the game",1,Scott Ruegg,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
116,"November 6, 2021",Away,Colorado College,1,10:48,25-11,Home,"ROUNAGHI,CHARLIE goes to the bench",1,Charlie Rounaghi,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
117,"November 6, 2021",Away,Colorado College,1,10:44,25-11,Home,"MAGNUS,LEO missed jump shot",0,Leo Magnus,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
118,"November 6, 2021",Away,Colorado College,1,10:41,25-11,Away,"BECKMAN,BRANDON defensive rebound",0,Brandon Beckman,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
119,"November 6, 2021",Away,Colorado College,1,10:38,25-11,Away,"BECKMAN,BRANDON missed 3-pt. jump shot",0,Brandon Beckman,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
120,"November 6, 2021",Away,Colorado College,1,10:34,25-11,Away,"EDO,LEONARDO offensive rebound",0,Leonardo Edo,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
121,"November 6, 2021",Away,Colorado College,1,10:34,27-11,Away,"EDO,LEONARDO made layup",0,Leonardo Edo,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
122,"November 6, 2021",Away,Colorado College,1,10:21,27-11,Away,"Foul by BHANDAL,ARRISH",0,Arrish Bhandal,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
