,Date,Chicago,Opponent,Half,Time,Score,Team,Action,Substitution,Player,Lineup,Game,Boundary
2718,"November 27, 2021",Home,Illinois Tech,2,20:00,26-31,Home,"BRYAN,ALEC goes to the bench",1,Alec Bryan,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2719,"November 27, 2021",Home,Illinois Tech,2,19:39,26-33,Home,"MUNSON,ZACH made jump shot",0,Zach Munson,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2720,"November 27, 2021",Home,Illinois Tech,2,19:06,26-33,Away,"GIGSTAD,CADEN missed 3-pt. jump shot",0,Caden Gigstad,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2721,"November 27, 2021",Home,Illinois Tech,2,19:04,26-33,Home,"MARTIN,RYAN defensive rebound",0,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2722,"November 27, 2021",Home,Illinois Tech,2,18:53,26-35,Home,"HOPKINS,BRYCE made jump shot",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2723,"November 27, 2021",Home,Illinois Tech,2,18:53,26-35,Home,"Assist by BECKMAN,BRANDON",0,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2724,"November 27, 2021",Home,Illinois Tech,2,18:37,26-35,Away,"Turnover by GIGSTAD,CADEN",0,Caden Gigstad,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2725,"November 27, 2021",Home,Illinois Tech,2,18:35,26-35,Home,30SEC TIMEOUT by Chicago,0,,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2726,"November 27, 2021",Home,Illinois Tech,2,18:06,26-37,Home,"MUNSON,ZACH made layup",0,Zach Munson,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2727,"November 27, 2021",Home,Illinois Tech,2,18:06,26-37,Home,"Assist by BECKMAN,BRANDON",0,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2728,"November 27, 2021",Home,Illinois Tech,2,17:52,26-37,Home,"Foul by HOPKINS,BRYCE",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2729,"November 27, 2021",Home,Illinois Tech,2,17:47,28-37,Away,"REALE,OTIS made jump shot",0,Otis Reale,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2730,"November 27, 2021",Home,Illinois Tech,2,17:19,28-39,Home,"HOPKINS,BRYCE made jump shot",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2731,"November 27, 2021",Home,Illinois Tech,2,17:19,28-39,Home,"Assist by MARTIN,RYAN",0,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2732,"November 27, 2021",Home,Illinois Tech,2,17:07,28-39,Away,30SEC TIMEOUT by Illinois Tech,0,,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",6,0
2733,"November 27, 2021",Home,Illinois Tech,2,17:07,28-39,Home,"TWYMAN,SKYLER enters the game",1,Skyler Twyman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman, Zach Munson",6,0
2734,"November 27, 2021",Home,Illinois Tech,2,17:07,28-39,Home,"OZTURK,KEREM enters the game",1,Kerem Öztürk,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Ryan Martin, Skyler Twyman, Zach Munson",6,0
2735,"November 27, 2021",Home,Illinois Tech,2,17:07,28-39,Home,"MARTIN,RYAN goes to the bench",1,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2736,"November 27, 2021",Home,Illinois Tech,2,17:07,28-39,Home,"BECKMAN,BRANDON goes to the bench",1,Brandon Beckman,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2737,"November 27, 2021",Home,Illinois Tech,2,17:02,31-39,Away,"SCHMITZ,CALVIN made 3-pt. jump shot",0,Calvin Schmitz,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2738,"November 27, 2021",Home,Illinois Tech,2,17:02,31-39,Away,"Assist by FAULKNER,DERRICK",0,Derrick Faulkner,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2739,"November 27, 2021",Home,Illinois Tech,2,16:39,31-41,Home,"PASCHAL,ELLIOT made jump shot",0,Elliot Paschal,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2740,"November 27, 2021",Home,Illinois Tech,2,16:16,31-41,Away,"REALE,OTIS missed jump shot",0,Otis Reale,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2741,"November 27, 2021",Home,Illinois Tech,2,16:11,31-41,Away,"DUGALIC,MILOS offensive rebound",0,Milos Dugalic,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2742,"November 27, 2021",Home,Illinois Tech,2,16:11,33-41,Away,"DUGALIC,MILOS made layup",0,Milos Dugalic,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2743,"November 27, 2021",Home,Illinois Tech,2,15:47,33-41,Home,"MUNSON,ZACH missed layup",0,Zach Munson,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2744,"November 27, 2021",Home,Illinois Tech,2,15:44,33-41,Away,"DUGALIC,MILOS defensive rebound",0,Milos Dugalic,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2745,"November 27, 2021",Home,Illinois Tech,2,15:39,35-41,Away,"REALE,OTIS made jump shot",0,Otis Reale,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2746,"November 27, 2021",Home,Illinois Tech,2,15:22,35-41,Home,"Turnover by MUNSON,ZACH",0,Zach Munson,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2747,"November 27, 2021",Home,Illinois Tech,2,15:22,35-41,Away,"OSTROFF,GUY enters the game",1,Guy Ostroff,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2748,"November 27, 2021",Home,Illinois Tech,2,15:22,35-41,Away,"HORNACEK,KYLE enters the game",1,Kyle Hornacek,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2749,"November 27, 2021",Home,Illinois Tech,2,15:22,35-41,Away,"MUHAMMAD,AHMAD enters the game",1,Ahmad Muhammad,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2750,"November 27, 2021",Home,Illinois Tech,2,15:22,35-41,Away,"SCHMITZ,CALVIN goes to the bench",1,Calvin Schmitz,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2751,"November 27, 2021",Home,Illinois Tech,2,15:22,35-41,Away,"FAULKNER,DERRICK goes to the bench",1,Derrick Faulkner,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2752,"November 27, 2021",Home,Illinois Tech,2,15:22,35-41,Away,"GIGSTAD,CADEN goes to the bench",1,Caden Gigstad,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",6,0
2753,"November 27, 2021",Home,Illinois Tech,2,15:22,35-41,Home,"KUROWSKI,THOMAS enters the game",1,Thomas Kurowski,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2754,"November 27, 2021",Home,Illinois Tech,2,15:22,35-41,Home,"PASCHAL,ELLIOT goes to the bench",1,Elliot Paschal,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2755,"November 27, 2021",Home,Illinois Tech,2,15:08,35-41,Away,"MUHAMMAD,AHMAD missed 3-pt. jump shot",0,Ahmad Muhammad,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2756,"November 27, 2021",Home,Illinois Tech,2,15:05,35-41,Away,"DUGALIC,MILOS offensive rebound",0,Milos Dugalic,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2757,"November 27, 2021",Home,Illinois Tech,2,15:03,35-41,Away,"Turnover by DUGALIC,MILOS",0,Milos Dugalic,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2758,"November 27, 2021",Home,Illinois Tech,2,15:03,35-41,Home,"Steal by TWYMAN,SKYLER",0,Skyler Twyman,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2759,"November 27, 2021",Home,Illinois Tech,2,14:43,35-41,Home,"HOPKINS,BRYCE missed jump shot",0,Bryce Hopkins,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2760,"November 27, 2021",Home,Illinois Tech,2,14:39,35-41,Home,"TWYMAN,SKYLER offensive rebound",0,Skyler Twyman,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2761,"November 27, 2021",Home,Illinois Tech,2,14:35,35-41,Home,"HOPKINS,BRYCE missed jump shot",0,Bryce Hopkins,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2762,"November 27, 2021",Home,Illinois Tech,2,14:32,35-41,Home,TEAM offensive rebound,0,,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2763,"November 27, 2021",Home,Illinois Tech,2,14:32,35-41,Away,"SCHMITZ,CALVIN enters the game",1,Calvin Schmitz,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2764,"November 27, 2021",Home,Illinois Tech,2,14:32,35-41,Away,"DUGALIC,MILOS goes to the bench",1,Milos Dugalic,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2765,"November 27, 2021",Home,Illinois Tech,2,14:32,35-41,Home,"BECKMAN,BRANDON enters the game",1,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2766,"November 27, 2021",Home,Illinois Tech,2,14:32,35-41,Home,"EDO,LEONARDO enters the game",1,Leonardo Edo,"Brandon Beckman, Bryce Hopkins, Kerem Öztürk, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2767,"November 27, 2021",Home,Illinois Tech,2,14:32,35-41,Home,"HOPKINS,BRYCE goes to the bench",1,Bryce Hopkins,"Brandon Beckman, Kerem Öztürk, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2768,"November 27, 2021",Home,Illinois Tech,2,14:32,35-41,Home,"OZTURK,KEREM goes to the bench",1,Kerem Öztürk,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2769,"November 27, 2021",Home,Illinois Tech,2,14:21,35-41,Home,"TWYMAN,SKYLER missed jump shot",0,Skyler Twyman,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2770,"November 27, 2021",Home,Illinois Tech,2,14:18,35-41,Away,"HORNACEK,KYLE defensive rebound",0,Kyle Hornacek,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2771,"November 27, 2021",Home,Illinois Tech,2,13:53,35-41,Away,"MUHAMMAD,AHMAD missed jump shot",0,Ahmad Muhammad,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2772,"November 27, 2021",Home,Illinois Tech,2,13:50,35-41,Home,"BECKMAN,BRANDON defensive rebound",0,Brandon Beckman,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2773,"November 27, 2021",Home,Illinois Tech,2,13:45,35-41,Away,"Foul by HORNACEK,KYLE",0,Kyle Hornacek,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2774,"November 27, 2021",Home,Illinois Tech,2,13:45,35-41,Away,"MOHAMED,FURKAN enters the game",1,Furkan Mohamed,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2775,"November 27, 2021",Home,Illinois Tech,2,13:45,35-41,Away,"DUGALIC,MILOS enters the game",1,Milos Dugalic,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2776,"November 27, 2021",Home,Illinois Tech,2,13:45,35-41,Away,"GIGSTAD,CADEN enters the game",1,Caden Gigstad,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2777,"November 27, 2021",Home,Illinois Tech,2,13:45,35-41,Away,"OSTROFF,GUY goes to the bench",1,Guy Ostroff,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2778,"November 27, 2021",Home,Illinois Tech,2,13:45,35-41,Away,"HORNACEK,KYLE goes to the bench",1,Kyle Hornacek,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2779,"November 27, 2021",Home,Illinois Tech,2,13:45,35-41,Away,"REALE,OTIS goes to the bench",1,Otis Reale,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2780,"November 27, 2021",Home,Illinois Tech,2,13:45,35-41,Home,"MARTIN,RYAN enters the game",1,Ryan Martin,"Brandon Beckman, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2781,"November 27, 2021",Home,Illinois Tech,2,13:45,35-41,Home,"BRYAN,ALEC enters the game",1,Alec Bryan,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",6,0
2782,"November 27, 2021",Home,Illinois Tech,2,13:45,35-41,Home,"MUNSON,ZACH goes to the bench",1,Zach Munson,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",6,0
2783,"November 27, 2021",Home,Illinois Tech,2,13:45,35-41,Home,"TWYMAN,SKYLER goes to the bench",1,Skyler Twyman,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2784,"November 27, 2021",Home,Illinois Tech,2,13:40,35-41,Home,"BECKMAN,BRANDON missed 3-pt. jump shot",0,Brandon Beckman,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2785,"November 27, 2021",Home,Illinois Tech,2,13:37,35-41,Away,"SCHMITZ,CALVIN defensive rebound",0,Calvin Schmitz,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2786,"November 27, 2021",Home,Illinois Tech,2,13:29,37-41,Away,"SCHMITZ,CALVIN made layup",0,Calvin Schmitz,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2787,"November 27, 2021",Home,Illinois Tech,2,13:29,37-41,Away,"Assist by DUGALIC,MILOS",0,Milos Dugalic,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2788,"November 27, 2021",Home,Illinois Tech,2,13:01,37-44,Home,"BRYAN,ALEC made 3-pt. jump shot",0,Alec Bryan,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2789,"November 27, 2021",Home,Illinois Tech,2,13:01,37-44,Home,"Assist by MARTIN,RYAN",0,Ryan Martin,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2790,"November 27, 2021",Home,Illinois Tech,2,12:41,37-44,Away,"GIGSTAD,CADEN missed jump shot",0,Caden Gigstad,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2791,"November 27, 2021",Home,Illinois Tech,2,12:39,37-44,Home,"BECKMAN,BRANDON defensive rebound",0,Brandon Beckman,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2792,"November 27, 2021",Home,Illinois Tech,2,12:37,37-44,Home,"KUROWSKI,THOMAS missed 3-pt. jump shot",0,Thomas Kurowski,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2793,"November 27, 2021",Home,Illinois Tech,2,12:32,37-44,Away,"DUGALIC,MILOS defensive rebound",0,Milos Dugalic,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2794,"November 27, 2021",Home,Illinois Tech,2,12:23,37-44,Away,"MUHAMMAD,AHMAD missed 3-pt. jump shot",0,Ahmad Muhammad,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2795,"November 27, 2021",Home,Illinois Tech,2,12:21,37-44,Home,"BECKMAN,BRANDON defensive rebound",0,Brandon Beckman,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2796,"November 27, 2021",Home,Illinois Tech,2,12:14,37-44,Home,"BECKMAN,BRANDON missed jump shot",0,Brandon Beckman,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2797,"November 27, 2021",Home,Illinois Tech,2,12:10,37-44,Away,"SCHMITZ,CALVIN defensive rebound",0,Calvin Schmitz,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2798,"November 27, 2021",Home,Illinois Tech,2,12:00,37-44,Home,"Foul by KUROWSKI,THOMAS",0,Thomas Kurowski,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2799,"November 27, 2021",Home,Illinois Tech,2,11:59,38-44,Away,"MOHAMED,FURKAN made free throw",0,Furkan Mohamed,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2800,"November 27, 2021",Home,Illinois Tech,2,11:59,39-44,Away,"MOHAMED,FURKAN made free throw",0,Furkan Mohamed,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2801,"November 27, 2021",Home,Illinois Tech,2,11:59,40-44,Away,"MOHAMED,FURKAN made free throw",0,Furkan Mohamed,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2802,"November 27, 2021",Home,Illinois Tech,2,11:59,40-44,Away,"LOMAX,JALEN enters the game",1,Jalen Lomax,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2803,"November 27, 2021",Home,Illinois Tech,2,11:59,40-44,Away,"REALE,OTIS enters the game",1,Otis Reale,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2804,"November 27, 2021",Home,Illinois Tech,2,11:59,40-44,Away,"SCHMITZ,CALVIN goes to the bench",1,Calvin Schmitz,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2805,"November 27, 2021",Home,Illinois Tech,2,11:59,40-44,Away,"GIGSTAD,CADEN goes to the bench",1,Caden Gigstad,"Alec Bryan, Brandon Beckman, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2806,"November 27, 2021",Home,Illinois Tech,2,11:59,40-44,Home,"PASCHAL,ELLIOT enters the game",1,Elliot Paschal,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2807,"November 27, 2021",Home,Illinois Tech,2,11:59,40-44,Home,"HOPKINS,BRYCE enters the game",1,Bryce Hopkins,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2808,"November 27, 2021",Home,Illinois Tech,2,11:59,40-44,Home,"BECKMAN,BRANDON goes to the bench",1,Brandon Beckman,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Leonardo Edo, Ryan Martin, Thomas Kurowski",6,0
2809,"November 27, 2021",Home,Illinois Tech,2,11:59,40-44,Home,"EDO,LEONARDO goes to the bench",1,Leonardo Edo,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",6,0
2810,"November 27, 2021",Home,Illinois Tech,2,11:44,40-44,Home,"Turnover by KUROWSKI,THOMAS",0,Thomas Kurowski,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",6,0
2811,"November 27, 2021",Home,Illinois Tech,2,11:44,40-44,Away,"Steal by MUHAMMAD,AHMAD",0,Ahmad Muhammad,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",6,0
2812,"November 27, 2021",Home,Illinois Tech,2,11:38,40-44,Away,"MOHAMED,FURKAN missed jump shot",0,Furkan Mohamed,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",6,0
2813,"November 27, 2021",Home,Illinois Tech,2,11:34,40-44,Home,"KUROWSKI,THOMAS defensive rebound",0,Thomas Kurowski,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",6,0
2814,"November 27, 2021",Home,Illinois Tech,2,11:26,40-46,Home,"BRYAN,ALEC made jump shot",0,Alec Bryan,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",6,0
2815,"November 27, 2021",Home,Illinois Tech,2,11:26,40-46,Home,"Assist by HOPKINS,BRYCE",0,Bryce Hopkins,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",6,0
2816,"November 27, 2021",Home,Illinois Tech,2,11:12,40-46,Home,"Foul by PASCHAL,ELLIOT",0,Elliot Paschal,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",6,0
2817,"November 27, 2021",Home,Illinois Tech,2,11:12,40-46,Away,"DUGALIC,MILOS missed free throw",0,Milos Dugalic,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",6,0
2818,"November 27, 2021",Home,Illinois Tech,2,11:12,40-46,Away,TEAM deadball rebound,0,,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",6,0
2819,"November 27, 2021",Home,Illinois Tech,2,11:12,41-46,Away,"DUGALIC,MILOS made free throw",0,Milos Dugalic,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",6,0
2820,"November 27, 2021",Home,Illinois Tech,2,11:12,41-46,Home,"TWYMAN,SKYLER enters the game",1,Skyler Twyman,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman, Thomas Kurowski",6,0
2821,"November 27, 2021",Home,Illinois Tech,2,11:12,41-46,Home,"KUROWSKI,THOMAS goes to the bench",1,Thomas Kurowski,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2822,"November 27, 2021",Home,Illinois Tech,2,10:54,41-49,Home,"BRYAN,ALEC made 3-pt. jump shot",0,Alec Bryan,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2823,"November 27, 2021",Home,Illinois Tech,2,10:54,41-49,Home,"Assist by TWYMAN,SKYLER",0,Skyler Twyman,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2824,"November 27, 2021",Home,Illinois Tech,2,10:33,41-49,Away,"REALE,OTIS missed jump shot",0,Otis Reale,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2825,"November 27, 2021",Home,Illinois Tech,2,10:33,41-49,Home,"Block by HOPKINS,BRYCE",0,Bryce Hopkins,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2826,"November 27, 2021",Home,Illinois Tech,2,10:28,41-49,Home,"HOPKINS,BRYCE defensive rebound",0,Bryce Hopkins,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2827,"November 27, 2021",Home,Illinois Tech,2,10:24,41-49,Away,"Foul by LOMAX,JALEN",0,Jalen Lomax,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2828,"November 27, 2021",Home,Illinois Tech,2,10:24,41-49,Away,"FAULKNER,DERRICK enters the game",1,Derrick Faulkner,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2829,"November 27, 2021",Home,Illinois Tech,2,10:24,41-49,Away,"ADAMS,IMMANUEL enters the game",1,Immanuel Adams,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2830,"November 27, 2021",Home,Illinois Tech,2,10:24,41-49,Away,"SCHMITZ,CALVIN enters the game",1,Calvin Schmitz,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2831,"November 27, 2021",Home,Illinois Tech,2,10:24,41-49,Away,"MOHAMED,FURKAN goes to the bench",1,Furkan Mohamed,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2832,"November 27, 2021",Home,Illinois Tech,2,10:24,41-49,Away,"LOMAX,JALEN goes to the bench",1,Jalen Lomax,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2833,"November 27, 2021",Home,Illinois Tech,2,10:24,41-49,Away,"MUHAMMAD,AHMAD goes to the bench",1,Ahmad Muhammad,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2834,"November 27, 2021",Home,Illinois Tech,2,10:18,41-51,Home,"TWYMAN,SKYLER made jump shot",0,Skyler Twyman,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2835,"November 27, 2021",Home,Illinois Tech,2,10:02,41-51,Away,"DUGALIC,MILOS missed 3-pt. jump shot",0,Milos Dugalic,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
2836,"November 27, 2021",Home,Illinois Tech,2,09:57,41-51,Away,"REALE,OTIS offensive rebound",0,Otis Reale,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",6,0
