,Lineup,GP,MP,PTS,OPP PTS,+/-,AST,OREB,OPP OREB,DREB,FG%,FGA,OPP FG%,OPP FGA,3P%,3PA,OPP 3P%,3PA,FTA,FT%,TO,OPP TO,STL,BLK,PF,OPP PF
112,"Alec Bryan, Kerem Öztürk, Leonardo Edo, Ryan Martin, Skyler Twyman",1,1.78,2,4,-2,1,1,0,0,0.33,3,1.0,2,0.0,1,0.0,0,0,0.0,1,1,0,0,0,1
113,"Bryce Hopkins, Kerem Öztürk, Leonardo Edo, Skyler Twyman, Thomas Kurowski",1,1.75,0,1,-1,0,0,2,2,0.0,1,0.2,5,0.0,0,0.0,1,0,0.0,2,1,1,1,1,0
114,"Arrish Bhandal, Ezra Moos, Leonardo Edo, Skyler Twyman, Thomas Kurowski",1,1.75,3,4,-1,1,1,0,1,0.5,2,0.67,6,1.0,1,0.0,1,0,0.0,1,0,0,0,2,0
115,"Alec Bryan, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski, Zach Munson",1,1.75,3,0,3,1,1,0,2,0.5,2,0.0,2,1.0,1,0.0,0,0,0.0,1,1,1,0,0,1
116,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Ezra Moos, Thomas Kurowski",1,1.75,6,2,4,1,0,0,1,0.75,4,0.5,2,0.5,2,0.0,1,1,1.0,0,0,0,0,0,1
117,"Elliot Paschal, Kerem Öztürk, Ryan Martin, Thomas Kurowski, Zach Munson",1,1.75,3,3,0,0,0,0,1,0.67,3,0.67,3,0.0,0,0.0,0,2,0.5,0,0,0,0,0,2
118,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Zach Munson",1,1.75,2,7,-5,0,0,1,0,0.5,2,0.75,4,0.0,0,1.0,1,0,0.0,1,0,0,0,0,0
119,"Arrish Bhandal, Brandon Beckman, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,1.75,2,7,-5,0,0,0,0,0.5,2,1.0,3,0.0,0,1.0,1,0,0.0,2,0,0,0,0,0
120,"Brandon Beckman, Elliot Paschal, Kerem Öztürk, Skyler Twyman, Thomas Kurowski",1,1.73,2,2,0,1,0,0,1,0.33,3,0.5,2,0.0,2,0.0,1,0,0.0,0,0,0,0,1,0
121,"Arrish Bhandal, Bryce Hopkins, Elliot Paschal, Thomas Kurowski, Zach Munson",1,1.73,3,0,3,0,1,0,2,0.5,4,0.0,2,0.0,1,0.0,0,2,0.5,0,0,0,1,1,2
122,"Alec Bryan, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,1.72,3,4,-1,1,0,1,1,0.33,3,0.5,4,0.33,3,0.5,2,0,0.0,0,0,0,0,1,1
123,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Kerem Öztürk, Leonardo Edo",1,1.65,3,4,-1,1,0,0,1,0.5,2,0.67,3,0.5,2,0.0,0,0,0.0,1,0,0,1,0,0
124,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Ezra Moos, Leonardo Edo",1,1.65,4,3,1,1,2,0,1,0.5,4,0.5,2,0.0,2,1.0,1,0,0.0,1,1,0,0,0,1
125,"Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Leonardo Edo, Ryan Martin",1,1.63,2,5,-3,0,1,0,1,0.25,4,0.67,3,0.0,1,0.5,2,1,0.0,2,0,0,0,0,1
126,"Alec Bryan, Brandon Beckman, Jackson Piotrowski, Leonardo Edo, Skyler Twyman",1,1.6,0,5,-5,0,0,1,2,0.0,1,0.4,5,0.0,1,0.5,2,0,0.0,2,1,0,0,1,0
127,"Alec Bryan, Brandon Beckman, Ezra Moos, Ryan Martin, Zach Munson",2,1.6,5,3,2,1,0,1,2,1.0,2,0.4,5,1.0,1,0.0,1,0,0.0,0,0,0,0,1,0
128,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Leonardo Edo",1,1.6,3,4,-1,0,1,2,0,0.6,5,0.5,4,0.0,0,0.0,1,4,0.75,1,1,0,0,0,2
129,"Arrish Bhandal, Bryce Hopkins, Ezra Moos, Kerem Öztürk, Thomas Kurowski",2,1.58,3,3,0,1,0,2,0,0.5,2,0.33,3,1.0,1,0.5,2,0,0.0,0,1,1,0,0,0
130,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ezra Moos",1,1.57,0,2,-2,0,0,1,1,0.0,1,0.33,3,0.0,1,0.0,0,0,0.0,1,0,0,0,1,1
131,"Ezra Moos, Ignas Masiulionis, Jackson Piotrowski, Thomas Kurowski, Zach Munson",1,1.57,2,4,-2,0,0,0,1,0.5,4,0.67,3,0.0,1,0.0,0,2,1.0,0,1,1,1,0,1
132,"Brandon Beckman, Bryce Hopkins, Ezra Moos, Skyler Twyman, Zach Munson",2,1.57,7,9,-2,0,0,1,1,0.8,5,0.67,6,0.5,2,0.67,3,2,1.0,0,1,0,1,1,2
133,"Dashiel Walker, Ezra Moos, Ignas Masiulionis, Jackson Piotrowski, Kerem Öztürk",1,1.55,3,2,1,0,2,1,1,0.5,2,0.33,3,0.5,2,0.0,1,0,0.0,1,0,0,0,0,0
134,"Brandon Beckman, Bryce Hopkins, Ryan Martin, Skyler Twyman, Thomas Kurowski",2,1.55,2,3,-1,0,0,1,2,0.4,5,0.25,4,0.0,1,0.33,3,4,0.5,0,1,1,0,0,2
135,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,1.53,3,0,3,1,1,0,3,0.33,3,0.0,3,0.5,2,0.0,1,0,0.0,0,1,1,0,0,0
136,"Alec Bryan, Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Ezra Moos",1,1.5,2,5,-3,0,2,0,1,0.25,4,0.6,5,0.0,2,0.0,0,0,0.0,1,0,0,0,2,1
137,"Alec Bryan, Bryce Hopkins, Kerem Öztürk, Ryan Martin, Skyler Twyman",1,1.5,2,2,0,0,0,0,0,0.33,3,1.0,1,0.0,1,0.0,0,0,0.0,0,1,1,0,1,0
138,"Arrish Bhandal, Bryce Hopkins, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",1,1.48,3,2,1,1,1,1,1,0.33,3,0.33,3,0.5,2,0.0,0,1,0.0,1,0,0,0,0,0
139,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Ezra Moos, Leonardo Edo",1,1.48,3,1,2,1,0,0,1,0.5,2,0.33,3,1.0,1,0.0,1,0,0.0,1,1,1,0,2,0
140,"Alec Bryan, Bryce Hopkins, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",1,1.47,0,2,-2,0,1,0,2,0.0,2,0.33,3,0.0,1,0.0,1,0,0.0,1,1,1,0,0,1
141,"Dashiel Walker, Ezra Moos, Jackson Piotrowski, Leonardo Edo, Skyler Twyman",1,1.47,2,8,-6,0,1,0,0,0.33,3,1.0,4,0.0,1,1.0,1,0,0.0,0,0,0,0,1,0
142,"Dashiel Walker, Ezra Moos, Ignas Masiulionis, Jackson Piotrowski, Leonardo Edo",1,1.47,0,3,-3,0,0,0,2,0.0,0,0.5,4,0.0,0,0.0,0,0,0.0,3,1,1,0,2,0
143,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Ryan Martin",1,1.47,0,4,-4,0,0,0,0,0.0,2,1.0,2,0.0,0,0.0,0,0,0.0,0,0,0,0,1,0
144,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,1.45,6,1,5,1,0,0,3,0.8,5,0.2,5,1.0,1,0.0,1,4,0.75,2,0,0,0,1,2
145,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Ryan Martin, Zach Munson",2,1.43,4,7,-3,1,0,0,0,0.5,4,1.0,3,0.5,2,1.0,2,2,0.5,0,0,0,0,1,0
146,"Bryce Hopkins, Kerem Öztürk, Ryan Martin, Skyler Twyman, Zach Munson",1,1.42,0,2,-2,0,0,0,0,0.0,2,1.0,1,0.0,2,0.0,0,0,0.0,0,2,1,0,0,0
147,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin, Skyler Twyman",1,1.4,4,4,0,1,0,0,1,1.0,3,0.67,3,0.0,0,0.0,0,2,1.0,0,1,1,0,1,4
148,"Alec Bryan, Arrish Bhandal, Brandon Beckman, Ezra Moos, Thomas Kurowski",1,1.38,0,7,-7,0,0,1,0,0.0,1,0.57,7,0.0,1,0.0,0,0,0.0,1,0,0,0,2,0
149,"Alec Bryan, Arrish Bhandal, Ezra Moos, Kerem Öztürk, Leonardo Edo",1,1.38,2,4,-2,1,1,0,1,0.33,3,0.75,4,0.0,0,0.0,1,0,0.0,0,0,0,0,1,1
150,"Brandon Beckman, Elliot Paschal, Skyler Twyman, Thomas Kurowski, Zach Munson",1,1.38,5,2,3,1,0,0,1,0.6,5,0.5,2,0.5,2,0.0,1,3,0.67,0,0,0,0,1,2
151,"Bryce Hopkins, Elliot Paschal, Leonardo Edo, Skyler Twyman, Thomas Kurowski",1,1.37,0,3,-3,0,0,0,2,0.0,2,0.33,3,0.0,1,0.5,2,0,0.0,0,0,0,0,0,0
152,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Ezra Moos, Jackson Piotrowski",1,1.3,4,0,4,1,0,1,2,0.67,3,0.0,3,0.0,1,0.0,1,0,0.0,0,0,0,0,0,1
153,"Alec Bryan, Arrish Bhandal, Brandon Beckman, Elliot Paschal, Ryan Martin",1,1.3,6,0,6,2,0,1,2,1.0,2,0.0,3,1.0,2,0.0,1,0,0.0,0,0,0,0,0,0
154,"Brandon Beckman, Jackson Piotrowski, Leonardo Edo, Skyler Twyman, Thomas Kurowski",1,1.28,0,3,-3,0,0,0,2,0.0,1,0.33,3,0.0,1,0.33,3,0,0.0,1,0,0,0,0,2
155,"Arrish Bhandal, Bryce Hopkins, Elliot Paschal, Ryan Martin, Zach Munson",1,1.28,2,0,2,0,2,1,1,0.25,4,0.0,2,0.0,2,0.0,1,0,0.0,0,1,1,0,2,0
156,"Brandon Beckman, Elliot Paschal, Ezra Moos, Leonardo Edo, Ryan Martin",1,1.25,6,0,6,1,0,1,2,1.0,3,0.0,4,1.0,1,0.0,0,1,1.0,0,0,0,0,1,1
157,"Alec Bryan, Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Jackson Piotrowski",1,1.25,0,4,-4,0,0,0,0,0.0,2,1.0,2,0.0,1,0.0,0,1,0.0,0,0,0,0,0,1
158,"Arrish Bhandal, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",2,1.23,2,0,2,0,0,0,1,1.0,1,0.0,1,0.0,0,0.0,0,0,0.0,0,1,0,0,0,1
159,"Brandon Beckman, Elliot Paschal, Ryan Martin, Skyler Twyman, Zach Munson",1,1.23,1,3,-2,0,0,0,1,0.5,2,0.75,4,0.0,1,0.0,1,1,1.0,1,0,0,0,1,1
160,"Alec Bryan, Arrish Bhandal, Ezra Moos, Kerem Öztürk, Thomas Kurowski",1,1.18,2,2,0,1,0,3,0,1.0,1,0.25,4,0.0,0,0.0,0,0,0.0,1,0,0,2,0,0
161,"Alec Bryan, Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,1.17,0,2,-2,0,0,0,0,0.0,2,1.0,1,0.0,0,0.0,0,0,0.0,0,1,0,0,0,1
162,"Alec Bryan, Arrish Bhandal, Ezra Moos, Jackson Piotrowski, Kerem Öztürk",1,1.17,0,3,-3,0,0,0,1,0.0,2,0.5,2,0.0,2,1.0,1,0,0.0,0,0,0,0,1,0
163,"Alec Bryan, Ezra Moos, Jackson Piotrowski, Ryan Martin, Skyler Twyman",1,1.13,0,3,-3,0,0,1,2,0.0,1,0.4,5,0.0,1,0.0,1,0,0.0,1,0,0,0,2,1
164,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin",1,1.1,0,3,-3,0,0,0,1,0.0,1,0.75,4,0.0,1,0.0,0,0,0.0,0,0,0,0,2,0
165,"Alec Bryan, Arrish Bhandal, Elliot Paschal, Kerem Öztürk, Thomas Kurowski",1,1.1,0,0,0,0,0,0,1,0.0,2,0.0,2,0.0,0,0.0,0,0,0.0,0,0,0,0,1,0
166,"Kerem Öztürk, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,1.08,0,0,0,0,0,1,0,0.0,1,0.0,1,0.0,1,0.0,0,0,0.0,1,1,1,0,0,0
167,"Elliot Paschal, Ezra Moos, Jackson Piotrowski, Leonardo Edo, Skyler Twyman",1,1.07,2,2,0,0,0,0,0,0.5,2,1.0,1,0.0,1,0.0,0,0,0.0,0,1,1,0,1,0
168,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski",1,1.03,2,0,2,0,0,0,1,1.0,1,0.0,1,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0
169,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Thomas Kurowski",1,1.02,2,2,0,0,0,0,1,1.0,1,0.5,2,0.0,0,0.0,1,0,0.0,1,1,1,0,2,0
170,"Arrish Bhandal, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Skyler Twyman",1,1.02,0,1,-1,0,0,0,1,0.0,1,0.33,3,0.0,1,0.0,0,0,0.0,0,0,0,0,1,0
171,"Alec Bryan, Brandon Beckman, Elliot Paschal, Skyler Twyman, Zach Munson",1,1.02,0,2,-2,0,0,0,2,0.0,0,0.5,4,0.0,0,0.0,1,0,0.0,2,0,0,0,1,0
172,"Alec Bryan, Bryce Hopkins, Ezra Moos, Ryan Martin, Skyler Twyman",1,1.0,2,0,2,0,3,0,0,0.25,4,0.0,0,0.0,2,0.0,0,0,0.0,0,1,0,0,0,1
173,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",1,0.98,0,2,-2,0,0,1,0,0.0,1,0.5,2,0.0,1,0.0,0,0,0.0,0,1,0,0,0,0
174,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Ryan Martin, Thomas Kurowski",1,0.98,3,2,1,0,0,0,0,1.0,2,1.0,1,0.0,0,0.0,0,1,1.0,0,1,0,0,1,1
175,"Alec Bryan, Arrish Bhandal, Brandon Beckman, Skyler Twyman, Thomas Kurowski",1,0.97,3,3,0,1,0,1,0,1.0,1,0.5,2,1.0,1,1.0,1,0,0.0,1,0,0,0,0,0
176,"Alec Bryan, Arrish Bhandal, Ezra Moos, Ryan Martin, Skyler Twyman",1,0.97,0,2,-2,0,0,0,1,0.0,1,0.67,3,0.0,0,0.0,0,0,0.0,0,0,0,0,1,0
177,"Brandon Beckman, Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski",1,0.97,2,2,0,1,0,0,0,1.0,1,1.0,1,0.0,0,0.0,0,0,0.0,1,1,0,0,2,0
178,"Brandon Beckman, Bryce Hopkins, Ignas Masiulionis, Ryan Martin, Zach Munson",1,0.95,3,4,-1,0,0,0,0,1.0,1,1.0,2,1.0,1,0.0,0,0,0.0,0,0,0,0,0,0
179,"Alec Bryan, Arrish Bhandal, Brandon Beckman, Ezra Moos, Ryan Martin",1,0.95,3,2,1,1,1,0,0,0.5,2,1.0,1,1.0,1,0.0,0,0,0.0,1,0,0,0,2,0
180,"Alec Bryan, Arrish Bhandal, Ezra Moos, Kerem Öztürk, Skyler Twyman",1,0.93,3,0,3,1,0,0,2,1.0,1,0.0,2,1.0,1,0.0,0,0,0.0,0,0,0,1,0,0
181,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Ezra Moos, Ryan Martin",1,0.93,0,0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,0.0,0,0,0.0,2,1,0,0,1,0
182,"Alec Bryan, Brandon Beckman, Elliot Paschal, Ezra Moos, Jackson Piotrowski",1,0.92,0,5,-5,0,0,0,0,0.0,2,1.0,3,0.0,1,1.0,1,0,0.0,0,0,0,0,1,0
183,"Arrish Bhandal, Bryce Hopkins, Elliot Paschal, Ryan Martin, Skyler Twyman",1,0.92,2,2,0,0,0,0,0,1.0,1,1.0,1,0.0,0,0.0,0,0,0.0,0,1,0,0,0,0
184,"Brandon Beckman, Bryce Hopkins, Ezra Moos, Leonardo Edo, Skyler Twyman",1,0.9,3,3,0,1,0,0,0,1.0,1,1.0,1,1.0,1,1.0,1,0,0.0,0,1,0,0,0,0
185,"Arrish Bhandal, Bryce Hopkins, Ignas Masiulionis, Kerem Öztürk, Thomas Kurowski",1,0.9,0,2,-2,0,0,1,0,0.0,1,0.5,2,0.0,1,0.0,0,0,0.0,0,0,0,0,0,1
186,"Jackson Piotrowski, Kerem Öztürk, Leonardo Edo, Skyler Twyman, Thomas Kurowski",1,0.88,2,2,0,0,0,0,0,0.5,2,1.0,1,0.0,1,0.0,0,0,0.0,0,1,1,0,1,0
187,"Brandon Beckman, Kerem Öztürk, Leonardo Edo, Thomas Kurowski, Zach Munson",1,0.87,0,0,0,0,0,4,0,0.0,1,0.0,4,0.0,1,0.0,1,0,0.0,2,2,1,2,0,0
188,"Alec Bryan, Brandon Beckman, Ezra Moos, Jackson Piotrowski, Zach Munson",1,0.87,5,2,3,0,1,0,1,0.5,4,0.5,2,0.5,2,0.0,0,0,0.0,0,0,0,1,0,0
189,"Brandon Beckman, Bryce Hopkins, Ezra Moos, Jackson Piotrowski, Leonardo Edo",1,0.85,0,2,-2,0,0,1,1,0.0,1,0.67,3,0.0,0,0.0,0,0,0.0,0,0,0,0,2,0
190,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Skyler Twyman, Thomas Kurowski",1,0.85,4,2,2,1,0,0,0,0.67,3,1.0,2,0.0,0,0.0,0,1,0.0,0,1,1,0,1,1
191,"Alec Bryan, Arrish Bhandal, Brandon Beckman, Leonardo Edo, Thomas Kurowski",1,0.83,0,1,-1,0,0,1,0,0.0,1,0.33,3,0.0,1,0.0,0,0,0.0,0,1,0,0,1,0
192,"Brandon Beckman, Ezra Moos, Leonardo Edo, Thomas Kurowski, Zach Munson",1,0.83,0,1,-1,0,0,0,1,0.0,1,0.33,3,0.0,0,0.0,1,0,0.0,1,0,0,0,1,0
193,"Bryce Hopkins, Kerem Öztürk, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0.83,0,0,0,0,2,1,0,0.0,2,0.0,1,0.0,0,0.0,1,0,0.0,0,1,1,0,0,0
194,"Brandon Beckman, Jackson Piotrowski, Leonardo Edo, Ryan Martin, Zach Munson",1,0.82,2,3,-1,0,0,0,1,0.5,2,0.5,2,0.0,1,1.0,1,0,0.0,0,0,0,0,0,1
195,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Skyler Twyman",2,0.82,4,0,4,1,1,0,1,0.75,4,0.0,1,0.0,1,0.0,1,2,1.0,0,1,1,0,0,1
196,"Alec Bryan, Brandon Beckman, Leonardo Edo, Skyler Twyman, Zach Munson",1,0.8,2,2,0,0,2,0,0,0.5,4,1.0,1,0.0,0,0.0,0,2,1.0,1,0,0,0,0,1
197,"Alec Bryan, Arrish Bhandal, Elliot Paschal, Skyler Twyman, Thomas Kurowski",1,0.78,0,5,-5,0,1,0,0,0.0,1,1.0,3,0.0,0,1.0,1,0,0.0,1,0,0,0,1,0
198,"Brandon Beckman, Leonardo Edo, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0.78,0,0,0,0,0,0,1,0.0,1,0.0,1,0.0,0,0.0,0,0,0.0,0,0,0,0,0,1
199,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",1,0.78,2,1,1,1,0,0,1,1.0,1,0.33,3,0.0,0,0.0,0,0,0.0,1,0,0,0,1,0
200,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Ryan Martin, Skyler Twyman",1,0.77,2,0,2,1,0,0,1,1.0,1,0.0,1,0.0,0,0.0,0,0,0.0,1,0,0,0,0,0
201,"Bryce Hopkins, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",2,0.77,1,2,-1,0,0,1,0,0.5,2,0.5,2,0.0,1,0.0,1,1,1.0,0,0,0,0,1,0
202,"Alec Bryan, Brandon Beckman, Elliot Paschal, Ryan Martin, Skyler Twyman",1,0.77,0,2,-2,0,0,0,0,0.0,0,1.0,1,0.0,0,0.0,0,0,0.0,0,0,0,0,0,1
203,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Leonardo Edo",1,0.77,0,4,-4,0,0,2,0,0.0,1,0.6,5,0.0,0,0.0,1,1,0.0,1,0,0,0,2,0
204,"Bryce Hopkins, Ezra Moos, Jackson Piotrowski, Kerem Öztürk, Zach Munson",1,0.75,1,2,-1,0,0,0,0,0.5,2,1.0,1,0.0,0,0.0,0,2,0.5,1,0,0,0,0,1
205,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Ryan Martin, Skyler Twyman",1,0.73,0,0,0,0,0,1,1,0.0,0,0.0,2,0.0,0,0.0,2,0,0.0,1,0,0,0,0,1
206,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Skyler Twyman",1,0.72,6,0,6,2,0,0,1,1.0,2,0.0,1,1.0,2,0.0,0,0,0.0,0,0,0,0,1,1
207,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Ezra Moos, Skyler Twyman",1,0.7,2,0,2,1,2,0,0,0.33,3,0.0,0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,1
208,"Arrish Bhandal, Brandon Beckman, Kerem Öztürk, Leonardo Edo, Thomas Kurowski",1,0.68,0,3,-3,0,0,0,0,0.0,0,1.0,1,0.0,0,1.0,1,0,0.0,2,0,0,0,0,0
209,"Brandon Beckman, Bryce Hopkins, Kerem Öztürk, Ryan Martin, Thomas Kurowski",1,0.63,0,0,0,0,1,0,0,0.0,1,0.0,0,0.0,1,0.0,0,0,0.0,0,1,1,0,0,2
210,"Alec Bryan, Brandon Beckman, Leonardo Edo, Thomas Kurowski, Zach Munson",1,0.62,3,0,3,0,1,0,1,1.0,1,0.0,0,1.0,1,0.0,0,0,0.0,0,1,1,0,0,0
211,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Skyler Twyman",1,0.6,2,3,-1,0,0,1,0,1.0,1,0.5,2,0.0,0,1.0,1,0,0.0,0,0,0,0,0,0
212,"Brandon Beckman, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0.55,2,2,0,0,0,0,0,1.0,1,1.0,1,0.0,0,0.0,0,0,0.0,1,0,0,0,0,0
213,"Arrish Bhandal, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Skyler Twyman",1,0.55,0,0,0,0,0,1,0,0.0,0,0.0,1,0.0,0,0.0,0,0,0.0,1,0,0,1,0,0
214,"Brandon Beckman, Jackson Piotrowski, Ryan Martin, Thomas Kurowski, Zach Munson",1,0.47,0,2,-2,0,0,0,0,0.0,1,1.0,2,0.0,1,0.0,0,0,0.0,0,0,0,0,1,0
215,"Bryce Hopkins, Kerem Öztürk, Ryan Martin, Thomas Kurowski, Zach Munson",1,0.45,2,1,1,1,0,0,0,1.0,1,1.0,1,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0
216,"Bryce Hopkins, Elliot Paschal, Ezra Moos, Jackson Piotrowski, Skyler Twyman",1,0.43,0,0,0,0,0,1,0,0.0,0,0.0,1,0.0,0,0.0,1,0,0.0,1,0,0,0,0,0
217,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Thomas Kurowski",1,0.38,3,0,3,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,1,1.0,0,1,0,0,1,2
218,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo, Skyler Twyman",1,0.38,0,0,0,0,0,1,0,0.0,0,0.0,1,0.0,0,0.0,0,0,0.0,1,1,1,0,0,0
219,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ezra Moos, Zach Munson",1,0.38,2,0,2,0,0,0,1,1.0,2,0.0,1,0.0,0,0.0,0,2,1.0,0,0,0,0,0,1
220,"Alec Bryan, Brandon Beckman, Ezra Moos, Thomas Kurowski, Zach Munson",1,0.37,0,0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,0.0,0,0,0.0,1,0,0,0,0,1
221,"Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Thomas Kurowski",1,0.32,2,0,2,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,2,1.0,0,0,0,0,0,1
222,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Skyler Twyman",1,0.32,2,0,2,0,0,0,1,1.0,2,0.0,1,0.0,0,0.0,0,2,1.0,0,0,0,1,0,1
223,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Leonardo Edo, Ryan Martin",1,0.3,2,0,2,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,2,1.0,0,0,0,0,0,1
224,"Alec Bryan, Elliot Paschal, Jackson Piotrowski, Ryan Martin, Skyler Twyman",1,0.28,0,0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0
225,"Alec Bryan, Brandon Beckman, Elliot Paschal, Ryan Martin, Thomas Kurowski",1,0.27,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,1
226,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ezra Moos",1,0.27,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0,0,0,1,0
227,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Leonardo Edo, Ryan Martin",1,0.23,1,0,1,0,0,0,0,0.33,3,0.0,0,0.0,0,0.0,0,2,0.5,0,1,1,0,0,1
228,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Thomas Kurowski",1,0.23,0,0,0,0,0,0,0,0.0,1,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,1,0
229,"Elliot Paschal, Kerem Öztürk, Leonardo Edo, Ryan Martin, Zach Munson",1,0.2,1,0,1,0,0,0,0,0.5,2,0.0,0,0.0,0,0.0,0,2,0.5,0,0,0,0,0,1
230,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Skyler Twyman",1,0.2,0,0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,0.0,0,0,0.0,1,0,0,0,1,0
231,"Bryce Hopkins, Elliot Paschal, Leonardo Edo, Ryan Martin, Skyler Twyman",1,0.18,3,1,2,0,1,0,0,0.5,4,0.5,2,0.0,0,0.0,0,3,0.33,0,0,0,0,2,1
232,"Arrish Bhandal, Bryce Hopkins, Kerem Öztürk, Leonardo Edo, Zach Munson",1,0.15,0,0,0,0,0,0,0,0.0,0,0.0,1,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0
233,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin, Thomas Kurowski",1,0.12,0,1,-1,0,0,0,0,0.0,1,1.0,1,0.0,0,0.0,0,1,0.0,0,0,0,0,0,1
234,"Elliot Paschal, Ryan Martin, Skyler Twyman, Thomas Kurowski, Zach Munson",1,0.08,0,1,-1,0,0,0,0,0.0,0,1.0,1,0.0,0,0.0,0,0,0.0,0,0,0,0,1,0
235,"Arrish Bhandal, Bryce Hopkins, Jackson Piotrowski, Kerem Öztürk, Leonardo Edo",1,0.07,0,2,-2,0,0,0,0,0.0,0,0.67,3,0.0,0,0.0,0,0,0.0,0,0,0,0,1,0
