,Time,Action,Team
475,00:41,"TETER,CHLOE
                                 enters the game",Opponent
476,00:33,"BROCK,CLAIRE missed 3-pt. jump shot",Emory
477,00:29,"TETER,CHLOE defensive rebound",Opponent
478,00:27,30SEC TIMEOUT by New York U.,Opponent
479,00:27,"WALKER,JENNY
                                 goes to the bench",Opponent
480,00:27,"SHELTON,BROOKLYN
                                 enters the game",Opponent
481,00:21,"PELLECCHIA,BELLE made layup",Opponent
482,00:13,"Foul by TETER,CHLOE",Opponent
483,00:13,"TETER,CHLOE
                                 goes to the bench",Opponent
484,00:13,"FAHEY,MARY KATE
                                 enters the game",Opponent
485,00:13,"AUZA,MARIANE missed free throw",Emory
486,00:13,TEAM deadball rebound,Emory
487,00:13,"AUZA,MARIANE made free throw",Emory
488,00:13,30SEC TIMEOUT by New York U.,Opponent
489,00:13,"PELLECCHIA,BELLE
                                 goes to the bench",Opponent
490,00:13,"MILLER,ERICA
                                 enters the game",Opponent
