,Date,Chicago,Opponent,Half,Time,Score,Team,Action,Substitution,Player,Lineup,Points,Game,length
0,"November 12, 2022",Home,North Central (Ill.),1,09:51,0-0,Home,"HYNES,GRACE missed layup",0,Grace Hynes,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
1,"November 12, 2022",Home,North Central (Ill.),1,09:45,0-0,Away,"MCCLURE,MEGAN defensive rebound",0,Megan Mcclure,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
2,"November 12, 2022",Home,North Central (Ill.),1,09:33,0-0,Away,"SMITH,MITRESE missed jump shot",0,Mitrese Smith,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
3,"November 12, 2022",Home,North Central (Ill.),1,09:29,0-0,Home,"POWE,MARISSA defensive rebound",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
4,"November 12, 2022",Home,North Central (Ill.),1,09:19,0-0,Home,"BRODNIK,MALLORY missed layup",0,Mallory Brodnik,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
5,"November 12, 2022",Home,North Central (Ill.),1,09:15,0-0,Away,"STAVROPOULOS,NATALIE defensive rebound",0,Natalie Stavropoulos,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
6,"November 12, 2022",Home,North Central (Ill.),1,09:03,0-0,Away,"MCCLURE,MEGAN missed jump shot",0,Megan Mcclure,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
7,"November 12, 2022",Home,North Central (Ill.),1,08:59,0-0,Away,"SMITH,MITRESE offensive rebound",0,Mitrese Smith,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
8,"November 12, 2022",Home,North Central (Ill.),1,08:57,0-0,Away,"KIEFFER,GRACE missed 3-pt. jump shot",0,Grace Kieffer,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
9,"November 12, 2022",Home,North Central (Ill.),1,08:53,0-0,Home,"HYNES,GRACE defensive rebound",0,Grace Hynes,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
10,"November 12, 2022",Home,North Central (Ill.),1,08:46,0-0,Away,"Foul by SMITH,MITRESE",0,Mitrese Smith,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
11,"November 12, 2022",Home,North Central (Ill.),1,08:46,1-0,Home,"BRODNIK,MALLORY made free throw",0,Mallory Brodnik,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",1,1,
12,"November 12, 2022",Home,North Central (Ill.),1,08:46,2-0,Home,"BRODNIK,MALLORY made free throw",0,Mallory Brodnik,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",1,1,
13,"November 12, 2022",Home,North Central (Ill.),1,08:34,2-0,Away,"PEARSON,ALLISON missed layup",0,Allison Pearson,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
14,"November 12, 2022",Home,North Central (Ill.),1,08:31,2-0,Home,"HYNES,GRACE defensive rebound",0,Grace Hynes,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
15,"November 12, 2022",Home,North Central (Ill.),1,08:29,2-0,Away,"Foul by KIEFFER,GRACE",0,Grace Kieffer,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
16,"November 12, 2022",Home,North Central (Ill.),1,08:29,2-0,Home,"POWE,MARISSA missed free throw",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
17,"November 12, 2022",Home,North Central (Ill.),1,08:29,2-0,Home,TEAM deadball rebound,0,,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
18,"November 12, 2022",Home,North Central (Ill.),1,08:29,3-0,Home,"POWE,MARISSA made free throw",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",1,1,
19,"November 12, 2022",Home,North Central (Ill.),1,08:07,3-0,Away,"PEARSON,ALLISON missed jump shot",0,Allison Pearson,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
20,"November 12, 2022",Home,North Central (Ill.),1,08:03,3-0,Home,"GROSS,ELLIE defensive rebound",0,Ellie Gross,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
21,"November 12, 2022",Home,North Central (Ill.),1,07:59,3-0,Home,"Turnover by GROSS,ELLIE",0,Ellie Gross,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
22,"November 12, 2022",Home,North Central (Ill.),1,07:59,3-0,Away,"Steal by MCCLURE,MEGAN",0,Megan Mcclure,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
23,"November 12, 2022",Home,North Central (Ill.),1,07:38,3-0,Away,"Turnover by MCCLURE,MEGAN",0,Megan Mcclure,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
24,"November 12, 2022",Home,North Central (Ill.),1,07:38,3-0,Home,"Steal by NORTH,SOPHIA",0,Sophia North,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
25,"November 12, 2022",Home,North Central (Ill.),1,07:33,5-0,Home,"NORTH,SOPHIA made layup",0,Sophia North,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",2,1,
26,"November 12, 2022",Home,North Central (Ill.),1,07:15,5-0,Away,"SMITH,MITRESE missed jump shot",0,Mitrese Smith,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
27,"November 12, 2022",Home,North Central (Ill.),1,07:12,5-0,Away,"SMITH,MITRESE offensive rebound",0,Mitrese Smith,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
28,"November 12, 2022",Home,North Central (Ill.),1,07:10,5-2,Away,"MCCLURE,MEGAN made jump shot",0,Megan Mcclure,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",2,1,
29,"November 12, 2022",Home,North Central (Ill.),1,07:10,5-2,Away,"Assist by SMITH,MITRESE",0,Mitrese Smith,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
30,"November 12, 2022",Home,North Central (Ill.),1,06:48,8-2,Home,"POWE,MARISSA made 3-pt. jump shot",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",3,1,
31,"November 12, 2022",Home,North Central (Ill.),1,06:48,8-2,Home,"Assist by BRODNIK,MALLORY",0,Mallory Brodnik,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
32,"November 12, 2022",Home,North Central (Ill.),1,06:24,8-4,Away,"SMITH,MITRESE made layup",0,Mitrese Smith,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",2,1,
33,"November 12, 2022",Home,North Central (Ill.),1,06:24,8-4,Away,"Assist by MCCLURE,MEGAN",0,Megan Mcclure,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
34,"November 12, 2022",Home,North Central (Ill.),1,06:00,10-4,Home,"HYNES,GRACE made jump shot",0,Grace Hynes,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",2,1,
35,"November 12, 2022",Home,North Central (Ill.),1,05:43,10-4,Away,"Turnover by SMITH,MITRESE",0,Mitrese Smith,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
36,"November 12, 2022",Home,North Central (Ill.),1,05:43,10-4,Home,"Steal by GROSS,ELLIE",0,Ellie Gross,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
37,"November 12, 2022",Home,North Central (Ill.),1,05:38,10-4,Home,MEDIA TIMEOUT by Chicago,0,,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,1,
38,"November 12, 2022",Home,North Central (Ill.),1,05:38,10-4,Home,"CARTER,LINDSEY enters the game",1,Lindsey Carter,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",0,1,
39,"November 12, 2022",Home,North Central (Ill.),1,05:38,10-4,Home,"BRODNIK,MALLORY goes to the bench",1,Mallory Brodnik,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",0,1,
40,"November 12, 2022",Home,North Central (Ill.),1,05:38,10-4,Away,"DAVIDSON,ABBY enters the game",1,Abby Davidson,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",0,1,
41,"November 12, 2022",Home,North Central (Ill.),1,05:38,10-4,Away,"SMITH,MITRESE goes to the bench",1,Mitrese Smith,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",0,1,
42,"November 12, 2022",Home,North Central (Ill.),1,05:25,13-4,Home,"HYNES,GRACE made 3-pt. jump shot",0,Grace Hynes,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",3,1,
43,"November 12, 2022",Home,North Central (Ill.),1,05:25,13-4,Home,"Assist by NORTH,SOPHIA",0,Sophia North,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",0,1,
44,"November 12, 2022",Home,North Central (Ill.),1,05:02,13-4,Away,"Turnover by STAVROPOULOS,NATALIE",0,Natalie Stavropoulos,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",0,1,
45,"November 12, 2022",Home,North Central (Ill.),1,04:52,13-4,Home,"NORTH,SOPHIA missed jump shot",0,Sophia North,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",0,1,
46,"November 12, 2022",Home,North Central (Ill.),1,04:48,13-4,Away,"MCCLURE,MEGAN defensive rebound",0,Megan Mcclure,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",0,1,
47,"November 12, 2022",Home,North Central (Ill.),1,04:41,13-4,Away,"PEARSON,ALLISON missed 3-pt. jump shot",0,Allison Pearson,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",0,1,
48,"November 12, 2022",Home,North Central (Ill.),1,04:37,13-4,Home,"GROSS,ELLIE defensive rebound",0,Ellie Gross,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",0,1,
49,"November 12, 2022",Home,North Central (Ill.),1,04:26,13-4,Home,"Turnover by POWE,MARISSA",0,Marissa Powe,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter",0,1,
50,"November 12, 2022",Home,North Central (Ill.),1,04:21,13-4,Home,"GAO,ASHLEY enters the game",1,Ashley Gao,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao",0,1,
51,"November 12, 2022",Home,North Central (Ill.),1,04:21,13-4,Home,"ALFARO,BELLA enters the game",1,Bella Alfaro,"Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
52,"November 12, 2022",Home,North Central (Ill.),1,04:21,13-4,Home,"POWE,MARISSA goes to the bench",1,Marissa Powe,"Ellie Gross, Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
53,"November 12, 2022",Home,North Central (Ill.),1,04:21,13-4,Home,"GROSS,ELLIE goes to the bench",1,Ellie Gross,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
54,"November 12, 2022",Home,North Central (Ill.),1,04:21,13-4,Away,"HERNANDEZ,LEXIE enters the game",1,Lexie Hernandez,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
55,"November 12, 2022",Home,North Central (Ill.),1,04:21,13-4,Away,"PEARSON,ALLISON goes to the bench",1,Allison Pearson,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
56,"November 12, 2022",Home,North Central (Ill.),1,03:58,13-4,Away,"DAVIDSON,ABBY missed jump shot",0,Abby Davidson,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
57,"November 12, 2022",Home,North Central (Ill.),1,03:58,13-4,Home,"NORTH,SOPHIA defensive rebound",0,Sophia North,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
58,"November 12, 2022",Home,North Central (Ill.),1,03:56,13-4,Away,"Foul by MCCLURE,MEGAN",0,Megan Mcclure,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
59,"November 12, 2022",Home,North Central (Ill.),1,03:56,13-4,Home,"HYNES,GRACE missed free throw",0,Grace Hynes,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
60,"November 12, 2022",Home,North Central (Ill.),1,03:56,13-4,Home,TEAM deadball rebound,0,,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
61,"November 12, 2022",Home,North Central (Ill.),1,03:56,14-4,Home,"HYNES,GRACE made free throw",0,Grace Hynes,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",1,1,
62,"November 12, 2022",Home,North Central (Ill.),1,03:48,14-4,Away,"HERNANDEZ,LEXIE missed 3-pt. jump shot",0,Lexie Hernandez,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
63,"November 12, 2022",Home,North Central (Ill.),1,03:45,14-4,Away,TEAM deadball rebound,0,,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
64,"November 12, 2022",Home,North Central (Ill.),1,03:45,14-4,Home,"Foul by NORTH,SOPHIA",0,Sophia North,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
65,"November 12, 2022",Home,North Central (Ill.),1,03:32,14-4,Away,"STAVROPOULOS,NATALIE missed layup",0,Natalie Stavropoulos,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
66,"November 12, 2022",Home,North Central (Ill.),1,03:28,14-4,Away,"MCCLURE,MEGAN offensive rebound",0,Megan Mcclure,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
67,"November 12, 2022",Home,North Central (Ill.),1,03:17,14-4,Away,"KIEFFER,GRACE missed layup",0,Grace Kieffer,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
68,"November 12, 2022",Home,North Central (Ill.),1,03:14,14-4,Away,"KIEFFER,GRACE offensive rebound",0,Grace Kieffer,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
69,"November 12, 2022",Home,North Central (Ill.),1,03:12,14-7,Away,"HERNANDEZ,LEXIE made 3-pt. jump shot",0,Lexie Hernandez,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",3,1,
70,"November 12, 2022",Home,North Central (Ill.),1,03:12,14-7,Away,"Assist by KIEFFER,GRACE",0,Grace Kieffer,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
71,"November 12, 2022",Home,North Central (Ill.),1,02:58,14-7,Home,"GAO,ASHLEY missed layup",0,Ashley Gao,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
72,"November 12, 2022",Home,North Central (Ill.),1,02:45,14-7,Home,"GAO,ASHLEY offensive rebound",0,Ashley Gao,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
73,"November 12, 2022",Home,North Central (Ill.),1,02:45,14-7,Home,"GAO,ASHLEY missed layup",0,Ashley Gao,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
74,"November 12, 2022",Home,North Central (Ill.),1,02:40,14-7,Away,"DAVIDSON,ABBY defensive rebound",0,Abby Davidson,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
75,"November 12, 2022",Home,North Central (Ill.),1,02:34,14-7,Away,"KIEFFER,GRACE missed layup",0,Grace Kieffer,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
76,"November 12, 2022",Home,North Central (Ill.),1,02:30,14-7,Home,"ALFARO,BELLA defensive rebound",0,Bella Alfaro,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
77,"November 12, 2022",Home,North Central (Ill.),1,02:29,14-7,Home,"ALFARO,BELLA missed layup",0,Bella Alfaro,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
78,"November 12, 2022",Home,North Central (Ill.),1,02:24,14-7,Away,"DAVIDSON,ABBY defensive rebound",0,Abby Davidson,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
79,"November 12, 2022",Home,North Central (Ill.),1,02:20,14-10,Away,"HERNANDEZ,LEXIE made 3-pt. jump shot",0,Lexie Hernandez,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",3,1,
80,"November 12, 2022",Home,North Central (Ill.),1,02:20,14-10,Away,"Assist by KIEFFER,GRACE",0,Grace Kieffer,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
81,"November 12, 2022",Home,North Central (Ill.),1,02:18,14-10,Home,30SEC TIMEOUT by Chicago,0,,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro",0,1,
82,"November 12, 2022",Home,North Central (Ill.),1,02:18,14-10,Home,"POWE,MARISSA enters the game",1,Marissa Powe,"Grace Hynes, Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
83,"November 12, 2022",Home,North Central (Ill.),1,02:18,14-10,Home,"HYNES,GRACE goes to the bench",1,Grace Hynes,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
84,"November 12, 2022",Home,North Central (Ill.),1,02:07,16-10,Home,"POWE,MARISSA made layup",0,Marissa Powe,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",2,1,
85,"November 12, 2022",Home,North Central (Ill.),1,01:53,16-10,Away,"Turnover by STAVROPOULOS,NATALIE",0,Natalie Stavropoulos,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
86,"November 12, 2022",Home,North Central (Ill.),1,01:53,16-10,Home,"Steal by GAO,ASHLEY",0,Ashley Gao,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
87,"November 12, 2022",Home,North Central (Ill.),1,01:48,18-10,Home,"NORTH,SOPHIA made layup",0,Sophia North,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",2,1,
88,"November 12, 2022",Home,North Central (Ill.),1,01:48,18-10,Home,"Assist by ALFARO,BELLA",0,Bella Alfaro,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
89,"November 12, 2022",Home,North Central (Ill.),1,01:48,18-10,Away,"Foul by HERNANDEZ,LEXIE",0,Lexie Hernandez,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
90,"November 12, 2022",Home,North Central (Ill.),1,01:48,18-10,Home,"NORTH,SOPHIA missed free throw",0,Sophia North,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
91,"November 12, 2022",Home,North Central (Ill.),1,01:48,18-10,Away,"HERNANDEZ,LEXIE defensive rebound",0,Lexie Hernandez,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
92,"November 12, 2022",Home,North Central (Ill.),1,01:48,18-10,Away,"DUFFY,MEGAN enters the game",1,Megan Duffy,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
93,"November 12, 2022",Home,North Central (Ill.),1,01:48,18-10,Away,"MURRAY,MOLLY enters the game",1,Molly Murray,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
94,"November 12, 2022",Home,North Central (Ill.),1,01:48,18-10,Away,"STAVROPOULOS,NATALIE goes to the bench",1,Natalie Stavropoulos,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
95,"November 12, 2022",Home,North Central (Ill.),1,01:48,18-10,Away,"KIEFFER,GRACE goes to the bench",1,Grace Kieffer,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
96,"November 12, 2022",Home,North Central (Ill.),1,01:17,18-10,Away,"DAVIDSON,ABBY missed jump shot",0,Abby Davidson,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
97,"November 12, 2022",Home,North Central (Ill.),1,01:13,18-10,Home,"CARTER,LINDSEY defensive rebound",0,Lindsey Carter,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
98,"November 12, 2022",Home,North Central (Ill.),1,01:04,20-10,Home,"CARTER,LINDSEY made layup",0,Lindsey Carter,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",2,1,
99,"November 12, 2022",Home,North Central (Ill.),1,01:04,20-10,Home,"Assist by GAO,ASHLEY",0,Ashley Gao,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
100,"November 12, 2022",Home,North Central (Ill.),1,00:43,20-10,Away,"HERNANDEZ,LEXIE missed 3-pt. jump shot",0,Lexie Hernandez,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
101,"November 12, 2022",Home,North Central (Ill.),1,00:39,20-10,Away,"MCCLURE,MEGAN offensive rebound",0,Megan Mcclure,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
102,"November 12, 2022",Home,North Central (Ill.),1,00:36,20-10,Away,"HERNANDEZ,LEXIE missed 3-pt. jump shot",0,Lexie Hernandez,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
103,"November 12, 2022",Home,North Central (Ill.),1,00:32,20-10,Away,"MURRAY,MOLLY offensive rebound",0,Molly Murray,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
104,"November 12, 2022",Home,North Central (Ill.),1,00:28,20-10,Away,"Turnover by MURRAY,MOLLY",0,Molly Murray,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
105,"November 12, 2022",Home,North Central (Ill.),1,00:28,20-10,Home,"Steal by ALFARO,BELLA",0,Bella Alfaro,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
106,"November 12, 2022",Home,North Central (Ill.),1,00:21,22-10,Home,"NORTH,SOPHIA made layup",0,Sophia North,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",2,1,
107,"November 12, 2022",Home,North Central (Ill.),1,00:21,22-10,Home,"Assist by ALFARO,BELLA",0,Bella Alfaro,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
108,"November 12, 2022",Home,North Central (Ill.),1,00:05,22-10,Away,"DAVIDSON,ABBY missed jump shot",0,Abby Davidson,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
109,"November 12, 2022",Home,North Central (Ill.),1,00:02,22-10,Home,"POWE,MARISSA defensive rebound",0,Marissa Powe,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",0,1,
110,"November 12, 2022",Home,North Central (Ill.),1,00:00,24-10,Home,"GAO,ASHLEY made layup",0,Ashley Gao,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe",2,1,
111,"November 12, 2022",Home,North Central (Ill.),2,10:00,24-10,Home,"HERRERA,ISABELLE enters the game",1,Isabelle Herrera,"Sophia North, Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
112,"November 12, 2022",Home,North Central (Ill.),2,10:00,24-10,Home,"NORTH,SOPHIA goes to the bench",1,Sophia North,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
113,"November 12, 2022",Home,North Central (Ill.),2,10:00,24-10,Away,"ERWIN,SYDNEY enters the game",1,Sydney Erwin,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
114,"November 12, 2022",Home,North Central (Ill.),2,10:00,24-10,Away,"MCCLURE,MEGAN goes to the bench",1,Megan Mcclure,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
115,"November 12, 2022",Home,North Central (Ill.),2,09:38,24-10,Away,"MURRAY,MOLLY missed 3-pt. jump shot",0,Molly Murray,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
116,"November 12, 2022",Home,North Central (Ill.),2,09:34,24-10,Home,"POWE,MARISSA defensive rebound",0,Marissa Powe,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
117,"November 12, 2022",Home,North Central (Ill.),2,09:30,24-10,Home,"HERRERA,ISABELLE missed layup",0,Isabelle Herrera,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
118,"November 12, 2022",Home,North Central (Ill.),2,09:28,24-10,Home,"BRODNIK,MALLORY offensive rebound",0,Mallory Brodnik,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
119,"November 12, 2022",Home,North Central (Ill.),2,09:27,24-10,Home,"GROSS,ELLIE missed 3-pt. jump shot",0,Ellie Gross,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
120,"November 12, 2022",Home,North Central (Ill.),2,09:21,24-10,Away,"ERWIN,SYDNEY defensive rebound",0,Sydney Erwin,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
121,"November 12, 2022",Home,North Central (Ill.),2,09:13,24-10,Away,"Turnover by HERNANDEZ,LEXIE",0,Lexie Hernandez,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
122,"November 12, 2022",Home,North Central (Ill.),2,08:53,24-10,Home,"Turnover by BRODNIK,MALLORY",0,Mallory Brodnik,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
123,"November 12, 2022",Home,North Central (Ill.),2,08:53,24-10,Away,"MCCLURE,MEGAN enters the game",1,Megan Mcclure,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
124,"November 12, 2022",Home,North Central (Ill.),2,08:38,24-10,Away,"HERNANDEZ,LEXIE missed jump shot",0,Lexie Hernandez,"Lindsey Carter, Ashley Gao, Bella Alfaro, Marissa Powe, Isabelle Herrera",0,1,
