,Date,Chicago,Opponent,Half,Time,Score,Team,Action,Substitution,Player,Lineup,Points,Game,length
412,"November 12, 2022",Home,North Central (Ill.),4,00:34,65-46,Home,"Foul by HERRERA,ISABELLE",0,Isabelle Herrera,"Lindsey Carter, Bella Alfaro, Isabelle Herrera, Kate Gross, Caroline Workman",0,1,
413,"November 12, 2022",Home,North Central (Ill.),4,00:34,65-47,Away,"PRICE,TAYLOR made free throw",0,Taylor Price,"Lindsey Carter, Bella Alfaro, Isabelle Herrera, Kate Gross, Caroline Workman",1,1,
414,"November 12, 2022",Home,North Central (Ill.),4,00:34,65-48,Away,"PRICE,TAYLOR made free throw",0,Taylor Price,"Lindsey Carter, Bella Alfaro, Isabelle Herrera, Kate Gross, Caroline Workman",1,1,
415,"November 12, 2022",Home,North Central (Ill.),4,00:34,65-48,Home,"CLARK,ALEXIS enters the game",1,Alexis Clark,"Lindsey Carter, Bella Alfaro, Isabelle Herrera, Kate Gross, Caroline Workman, Alexis Clark",0,1,
416,"November 12, 2022",Home,North Central (Ill.),4,00:34,65-48,Home,"CARTER,LINDSEY goes to the bench",1,Lindsey Carter,"Bella Alfaro, Isabelle Herrera, Kate Gross, Caroline Workman, Alexis Clark",0,1,
417,"November 12, 2022",Home,North Central (Ill.),4,00:22,68-48,Home,"HERRERA,ISABELLE made 3-pt. jump shot",0,Isabelle Herrera,"Bella Alfaro, Isabelle Herrera, Kate Gross, Caroline Workman, Alexis Clark",3,1,
418,"November 12, 2022",Home,North Central (Ill.),4,00:22,68-48,Home,"Assist by GROSS,KATE",0,Kate Gross,"Bella Alfaro, Isabelle Herrera, Kate Gross, Caroline Workman, Alexis Clark",0,1,
419,"November 13, 2022",Home,Benedictine (Ill.),1,09:46,0-0,Away,"Foul by CARLQUIST,JORDAN",0,Jordan Carlquist,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
420,"November 13, 2022",Home,Benedictine (Ill.),1,09:46,0-0,Home,"NORTH,SOPHIA missed free throw",0,Sophia North,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
421,"November 13, 2022",Home,Benedictine (Ill.),1,09:46,0-0,Home,TEAM deadball rebound,0,,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
422,"November 13, 2022",Home,Benedictine (Ill.),1,09:46,1-0,Home,"NORTH,SOPHIA made free throw",0,Sophia North,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",1,2,
423,"November 13, 2022",Home,Benedictine (Ill.),1,09:30,1-0,Away,"LAKE,BRIANNA missed layup",0,Brianna Lake,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
424,"November 13, 2022",Home,Benedictine (Ill.),1,09:27,1-0,Away,"MCCORY,BRILAN offensive rebound",0,Brilan Mccory,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
425,"November 13, 2022",Home,Benedictine (Ill.),1,09:21,1-0,Away,"Turnover by LAKE,BRIANNA",0,Brianna Lake,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
426,"November 13, 2022",Home,Benedictine (Ill.),1,09:14,3-0,Home,"BRODNIK,MALLORY made jump shot",0,Mallory Brodnik,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",2,2,
427,"November 13, 2022",Home,Benedictine (Ill.),1,09:01,3-0,Away,"MCCORY,BRILAN missed 3-pt. jump shot",0,Brilan Mccory,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
428,"November 13, 2022",Home,Benedictine (Ill.),1,08:56,3-0,Home,"GROSS,ELLIE defensive rebound",0,Ellie Gross,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
429,"November 13, 2022",Home,Benedictine (Ill.),1,08:40,3-0,Home,"HYNES,GRACE missed layup",0,Grace Hynes,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
430,"November 13, 2022",Home,Benedictine (Ill.),1,08:36,3-0,Home,"BRODNIK,MALLORY offensive rebound",0,Mallory Brodnik,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
431,"November 13, 2022",Home,Benedictine (Ill.),1,08:35,5-0,Home,"HYNES,GRACE made layup",0,Grace Hynes,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",2,2,
432,"November 13, 2022",Home,Benedictine (Ill.),1,08:35,5-0,Home,"Assist by BRODNIK,MALLORY",0,Mallory Brodnik,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
433,"November 13, 2022",Home,Benedictine (Ill.),1,08:09,5-0,Away,"Turnover by MCCORY,CHARSAN",0,Charsan Mccory,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
434,"November 13, 2022",Home,Benedictine (Ill.),1,08:01,5-0,Home,"POWE,MARISSA missed jump shot",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
435,"November 13, 2022",Home,Benedictine (Ill.),1,07:57,5-0,Away,"LAKE,BRIANNA defensive rebound",0,Brianna Lake,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
436,"November 13, 2022",Home,Benedictine (Ill.),1,07:57,5-0,Home,"Foul by BRODNIK,MALLORY",0,Mallory Brodnik,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
437,"November 13, 2022",Home,Benedictine (Ill.),1,07:48,5-0,Away,"LAKE,BRIANNA missed 3-pt. jump shot",0,Brianna Lake,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
438,"November 13, 2022",Home,Benedictine (Ill.),1,07:45,5-0,Home,"HYNES,GRACE defensive rebound",0,Grace Hynes,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
439,"November 13, 2022",Home,Benedictine (Ill.),1,07:42,5-0,Home,"Turnover by GROSS,ELLIE",0,Ellie Gross,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
440,"November 13, 2022",Home,Benedictine (Ill.),1,07:42,5-0,Away,"Steal by CARLQUIST,JORDAN",0,Jordan Carlquist,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
441,"November 13, 2022",Home,Benedictine (Ill.),1,07:13,5-0,Away,"MCCORY,BRILAN missed layup",0,Brilan Mccory,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
442,"November 13, 2022",Home,Benedictine (Ill.),1,07:10,5-0,Home,TEAM defensive rebound,0,,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
443,"November 13, 2022",Home,Benedictine (Ill.),1,06:58,5-0,Away,"Foul by MCCORY,CHARSAN",0,Charsan Mccory,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
444,"November 13, 2022",Home,Benedictine (Ill.),1,06:58,6-0,Home,"POWE,MARISSA made free throw",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",1,2,
445,"November 13, 2022",Home,Benedictine (Ill.),1,06:58,7-0,Home,"POWE,MARISSA made free throw",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",1,2,
446,"November 13, 2022",Home,Benedictine (Ill.),1,06:58,7-0,Away,"DUZANSKY,MEGAN enters the game",1,Megan Duzansky,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
447,"November 13, 2022",Home,Benedictine (Ill.),1,06:58,7-0,Away,"CARROLL,MAKENZIE enters the game",1,Makenzie Carroll,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
448,"November 13, 2022",Home,Benedictine (Ill.),1,06:58,7-0,Away,"MCCORY,CHARSAN goes to the bench",1,Charsan Mccory,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
449,"November 13, 2022",Home,Benedictine (Ill.),1,06:58,7-0,Away,"CARLQUIST,JORDAN goes to the bench",1,Jordan Carlquist,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
450,"November 13, 2022",Home,Benedictine (Ill.),1,06:42,7-0,Home,"Foul by POWE,MARISSA",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
451,"November 13, 2022",Home,Benedictine (Ill.),1,06:42,7-1,Away,"MCCORY,BRILAN made free throw",0,Brilan Mccory,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",1,2,
452,"November 13, 2022",Home,Benedictine (Ill.),1,06:42,7-2,Away,"MCCORY,BRILAN made free throw",0,Brilan Mccory,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",1,2,
453,"November 13, 2022",Home,Benedictine (Ill.),1,06:42,7-2,Away,"MCCORY,CHARSAN enters the game",1,Charsan Mccory,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
454,"November 13, 2022",Home,Benedictine (Ill.),1,06:42,7-2,Away,"LAKE,BRIANNA goes to the bench",1,Brianna Lake,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
455,"November 13, 2022",Home,Benedictine (Ill.),1,06:28,7-2,Away,"Foul by DUZANSKY,MEGAN",0,Megan Duzansky,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
456,"November 13, 2022",Home,Benedictine (Ill.),1,06:28,7-2,Home,"Foul by POWE,MARISSA",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
457,"November 13, 2022",Home,Benedictine (Ill.),1,06:28,7-2,Home,"Turnover by POWE,MARISSA",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,2,
458,"November 13, 2022",Home,Benedictine (Ill.),1,06:28,7-2,Home,"GAO,ASHLEY enters the game",1,Ashley Gao,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Ashley Gao",0,2,
459,"November 13, 2022",Home,Benedictine (Ill.),1,06:28,7-2,Home,"ALFARO,BELLA enters the game",1,Bella Alfaro,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
460,"November 13, 2022",Home,Benedictine (Ill.),1,06:28,7-2,Home,"POWE,MARISSA goes to the bench",1,Marissa Powe,"Mallory Brodnik, Ellie Gross, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
461,"November 13, 2022",Home,Benedictine (Ill.),1,06:28,7-2,Home,"GROSS,ELLIE goes to the bench",1,Ellie Gross,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
462,"November 13, 2022",Home,Benedictine (Ill.),1,06:13,7-2,Away,"MCCORY,CHARSAN missed layup",0,Charsan Mccory,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
463,"November 13, 2022",Home,Benedictine (Ill.),1,06:09,7-2,Home,"NORTH,SOPHIA defensive rebound",0,Sophia North,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
464,"November 13, 2022",Home,Benedictine (Ill.),1,05:55,9-2,Home,"HYNES,GRACE made jump shot",0,Grace Hynes,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",2,2,
465,"November 13, 2022",Home,Benedictine (Ill.),1,05:20,9-2,Away,"DUZANSKY,MEGAN missed layup",0,Megan Duzansky,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
466,"November 13, 2022",Home,Benedictine (Ill.),1,05:16,9-2,Home,"GAO,ASHLEY defensive rebound",0,Ashley Gao,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
467,"November 13, 2022",Home,Benedictine (Ill.),1,05:09,9-2,Away,"Foul by MCCORY,BRILAN",0,Brilan Mccory,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
468,"November 13, 2022",Home,Benedictine (Ill.),1,05:07,9-2,Home,"NORTH,SOPHIA missed free throw",0,Sophia North,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
469,"November 13, 2022",Home,Benedictine (Ill.),1,05:07,9-2,Home,TEAM deadball rebound,0,,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
470,"November 13, 2022",Home,Benedictine (Ill.),1,05:07,10-2,Home,"NORTH,SOPHIA made free throw",0,Sophia North,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",1,2,
471,"November 13, 2022",Home,Benedictine (Ill.),1,05:07,11-2,Home,"NORTH,SOPHIA made free throw",0,Sophia North,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",1,2,
472,"November 13, 2022",Home,Benedictine (Ill.),1,05:07,11-2,Away,"LEVENDOSKI,CLAIRE enters the game",1,Claire Levendoski,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
473,"November 13, 2022",Home,Benedictine (Ill.),1,05:07,11-2,Away,"SMITH,SARA goes to the bench",1,Sara Smith,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
474,"November 13, 2022",Home,Benedictine (Ill.),1,04:54,11-2,Away,"LEVENDOSKI,CLAIRE missed 3-pt. jump shot",0,Claire Levendoski,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
475,"November 13, 2022",Home,Benedictine (Ill.),1,04:48,11-2,Away,"MCCORY,BRILAN offensive rebound",0,Brilan Mccory,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
476,"November 13, 2022",Home,Benedictine (Ill.),1,04:47,11-2,Away,"Turnover by MCCORY,BRILAN",0,Brilan Mccory,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
477,"November 13, 2022",Home,Benedictine (Ill.),1,04:47,11-2,Home,"Steal by NORTH,SOPHIA",0,Sophia North,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
478,"November 13, 2022",Home,Benedictine (Ill.),1,04:34,11-2,Home,"Turnover by NORTH,SOPHIA",0,Sophia North,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
479,"November 13, 2022",Home,Benedictine (Ill.),1,04:34,11-2,Away,"Steal by MCCORY,BRILAN",0,Brilan Mccory,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
480,"November 13, 2022",Home,Benedictine (Ill.),1,04:26,11-2,Home,"Foul by NORTH,SOPHIA",0,Sophia North,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
481,"November 13, 2022",Home,Benedictine (Ill.),1,04:26,11-2,Away,"CARROLL,MAKENZIE missed free throw",0,Makenzie Carroll,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
482,"November 13, 2022",Home,Benedictine (Ill.),1,04:26,11-2,Away,TEAM deadball rebound,0,,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",0,2,
483,"November 13, 2022",Home,Benedictine (Ill.),1,04:26,11-3,Away,"CARROLL,MAKENZIE made free throw",0,Makenzie Carroll,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro",1,2,
484,"November 13, 2022",Home,Benedictine (Ill.),1,04:26,11-3,Home,"CARTER,LINDSEY enters the game",1,Lindsey Carter,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro, Lindsey Carter",0,2,
485,"November 13, 2022",Home,Benedictine (Ill.),1,04:26,11-3,Home,"GROSS,ELLIE enters the game",1,Ellie Gross,"Mallory Brodnik, Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
486,"November 13, 2022",Home,Benedictine (Ill.),1,04:26,11-3,Home,"BRODNIK,MALLORY goes to the bench",1,Mallory Brodnik,"Grace Hynes, Sophia North, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
487,"November 13, 2022",Home,Benedictine (Ill.),1,04:26,11-3,Home,"NORTH,SOPHIA goes to the bench",1,Sophia North,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
488,"November 13, 2022",Home,Benedictine (Ill.),1,04:21,11-3,Away,"Foul by CARROLL,MAKENZIE",0,Makenzie Carroll,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
489,"November 13, 2022",Home,Benedictine (Ill.),1,04:21,12-3,Home,"GROSS,ELLIE made free throw",0,Ellie Gross,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",1,2,
490,"November 13, 2022",Home,Benedictine (Ill.),1,04:21,13-3,Home,"GROSS,ELLIE made free throw",0,Ellie Gross,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",1,2,
491,"November 13, 2022",Home,Benedictine (Ill.),1,04:21,13-3,Away,"VANA,JAYLYNN enters the game",1,Jaylynn Vana,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
492,"November 13, 2022",Home,Benedictine (Ill.),1,04:21,13-3,Away,"MCCORY,CHARSAN goes to the bench",1,Charsan Mccory,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
493,"November 13, 2022",Home,Benedictine (Ill.),1,04:03,13-3,Away,"CARROLL,MAKENZIE missed jump shot",0,Makenzie Carroll,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
494,"November 13, 2022",Home,Benedictine (Ill.),1,03:58,13-3,Away,TEAM offensive rebound,0,,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
495,"November 13, 2022",Home,Benedictine (Ill.),1,03:41,13-3,Away,"DUZANSKY,MEGAN missed jump shot",0,Megan Duzansky,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
496,"November 13, 2022",Home,Benedictine (Ill.),1,03:37,13-3,Home,"HYNES,GRACE defensive rebound",0,Grace Hynes,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
497,"November 13, 2022",Home,Benedictine (Ill.),1,03:26,13-3,Home,"Turnover by GAO,ASHLEY",0,Ashley Gao,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
498,"November 13, 2022",Home,Benedictine (Ill.),1,03:26,13-3,Away,"Steal by MCCORY,BRILAN",0,Brilan Mccory,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross",0,2,
499,"November 13, 2022",Home,Benedictine (Ill.),1,03:26,13-3,Home,"NORTH,SOPHIA enters the game",1,Sophia North,"Grace Hynes, Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
500,"November 13, 2022",Home,Benedictine (Ill.),1,03:26,13-3,Home,"HYNES,GRACE goes to the bench",1,Grace Hynes,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
501,"November 13, 2022",Home,Benedictine (Ill.),1,03:26,13-3,Away,"SMITH,SARA enters the game",1,Sara Smith,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
502,"November 13, 2022",Home,Benedictine (Ill.),1,03:26,13-3,Away,"LAKE,BRIANNA enters the game",1,Brianna Lake,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
503,"November 13, 2022",Home,Benedictine (Ill.),1,03:26,13-3,Away,"CARLQUIST,JORDAN enters the game",1,Jordan Carlquist,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
504,"November 13, 2022",Home,Benedictine (Ill.),1,03:26,13-3,Away,"LEVENDOSKI,CLAIRE goes to the bench",1,Claire Levendoski,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
505,"November 13, 2022",Home,Benedictine (Ill.),1,03:26,13-3,Away,"MCCORY,BRILAN goes to the bench",1,Brilan Mccory,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
506,"November 13, 2022",Home,Benedictine (Ill.),1,03:26,13-3,Away,"CARROLL,MAKENZIE goes to the bench",1,Makenzie Carroll,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
507,"November 13, 2022",Home,Benedictine (Ill.),1,03:08,13-5,Away,"DUZANSKY,MEGAN made layup",0,Megan Duzansky,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",2,2,
508,"November 13, 2022",Home,Benedictine (Ill.),1,03:08,13-5,Away,"Assist by SMITH,SARA",0,Sara Smith,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
509,"November 13, 2022",Home,Benedictine (Ill.),1,02:51,13-5,Home,"ALFARO,BELLA missed 3-pt. jump shot",0,Bella Alfaro,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
510,"November 13, 2022",Home,Benedictine (Ill.),1,02:47,13-5,Away,"SMITH,SARA defensive rebound",0,Sara Smith,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
511,"November 13, 2022",Home,Benedictine (Ill.),1,02:47,13-5,Home,"Foul by GAO,ASHLEY",0,Ashley Gao,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
512,"November 13, 2022",Home,Benedictine (Ill.),1,02:47,13-5,Away,"SMITH,SARA missed free throw",0,Sara Smith,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
513,"November 13, 2022",Home,Benedictine (Ill.),1,02:47,13-5,Away,TEAM deadball rebound,0,,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
514,"November 13, 2022",Home,Benedictine (Ill.),1,02:47,13-5,Home,"NORTH,SOPHIA defensive rebound",0,Sophia North,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
515,"November 13, 2022",Home,Benedictine (Ill.),1,02:38,13-5,Home,"Foul by NORTH,SOPHIA",0,Sophia North,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
516,"November 13, 2022",Home,Benedictine (Ill.),1,02:38,13-5,Home,"Turnover by NORTH,SOPHIA",0,Sophia North,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North",0,2,
517,"November 13, 2022",Home,Benedictine (Ill.),1,02:38,13-5,Home,"HYNES,GRACE enters the game",1,Grace Hynes,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Sophia North, Grace Hynes",0,2,
518,"November 13, 2022",Home,Benedictine (Ill.),1,02:38,13-5,Home,"NORTH,SOPHIA goes to the bench",1,Sophia North,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes",0,2,
519,"November 13, 2022",Home,Benedictine (Ill.),1,02:20,13-5,Home,"Foul by ALFARO,BELLA",0,Bella Alfaro,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes",0,2,
520,"November 13, 2022",Home,Benedictine (Ill.),1,02:20,13-5,Away,"SMITH,SARA missed free throw",0,Sara Smith,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes",0,2,
521,"November 13, 2022",Home,Benedictine (Ill.),1,02:20,13-5,Away,TEAM deadball rebound,0,,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes",0,2,
522,"November 13, 2022",Home,Benedictine (Ill.),1,02:20,13-6,Away,"SMITH,SARA made free throw",0,Sara Smith,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes",1,2,
523,"November 13, 2022",Home,Benedictine (Ill.),1,02:07,13-6,Home,"Turnover by GAO,ASHLEY",0,Ashley Gao,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes",0,2,
524,"November 13, 2022",Home,Benedictine (Ill.),1,02:07,13-6,Home,"GROSS,KATE enters the game",1,Kate Gross,"Ashley Gao, Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes, Kate Gross",0,2,
525,"November 13, 2022",Home,Benedictine (Ill.),1,02:07,13-6,Home,"GAO,ASHLEY goes to the bench",1,Ashley Gao,"Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes, Kate Gross",0,2,
526,"November 13, 2022",Home,Benedictine (Ill.),1,01:48,13-8,Away,"DUZANSKY,MEGAN made layup",0,Megan Duzansky,"Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes, Kate Gross",2,2,
527,"November 13, 2022",Home,Benedictine (Ill.),1,01:48,13-8,Away,"Assist by VANA,JAYLYNN",0,Jaylynn Vana,"Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes, Kate Gross",0,2,
528,"November 13, 2022",Home,Benedictine (Ill.),1,01:18,13-8,Home,"Foul by GROSS,KATE",0,Kate Gross,"Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes, Kate Gross",0,2,
529,"November 13, 2022",Home,Benedictine (Ill.),1,01:18,13-8,Home,"Turnover by GROSS,KATE",0,Kate Gross,"Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes, Kate Gross",0,2,
530,"November 13, 2022",Home,Benedictine (Ill.),1,01:18,13-8,Home,"BRODNIK,MALLORY enters the game",1,Mallory Brodnik,"Bella Alfaro, Lindsey Carter, Ellie Gross, Grace Hynes, Kate Gross, Mallory Brodnik",0,2,
531,"November 13, 2022",Home,Benedictine (Ill.),1,01:18,13-8,Home,"CARTER,LINDSEY goes to the bench",1,Lindsey Carter,"Bella Alfaro, Ellie Gross, Grace Hynes, Kate Gross, Mallory Brodnik",0,2,
532,"November 13, 2022",Home,Benedictine (Ill.),1,01:18,13-8,Away,"MCCORY,BRILAN enters the game",1,Brilan Mccory,"Bella Alfaro, Ellie Gross, Grace Hynes, Kate Gross, Mallory Brodnik",0,2,
533,"November 13, 2022",Home,Benedictine (Ill.),1,01:18,13-8,Away,"LAKE,BRIANNA goes to the bench",1,Brianna Lake,"Bella Alfaro, Ellie Gross, Grace Hynes, Kate Gross, Mallory Brodnik",0,2,
534,"November 13, 2022",Home,Benedictine (Ill.),1,01:02,13-10,Away,"VANA,JAYLYNN made layup",0,Jaylynn Vana,"Bella Alfaro, Ellie Gross, Grace Hynes, Kate Gross, Mallory Brodnik",2,2,
