,Lineup,GP,MP,POSS,OPP POSS,PPP,OPP PPP,PTS DIFF PER80,REB,OPP REB,ORB%,DRB%,RB%,TO%
151,"Alina Brennan, Alison Gill, Elizabeth Shaw, Kati Heller, Klaire Steffens",1,0.0,0.96,0.0,0.0,,,0,0,,,,1.0
152,"Kati Heller, Klaire Steffens, Mallory Brodnik, Marissa Powe, Sophia North",1,0.0,0.0,0.0,,,,0,0,,,,
153,"Klaire Steffens, Mallory Brodnik, Marissa Powe, Peyton Van Soest, Sophia North",2,0.0,0.0,0.0,,,,0,0,,,,
154,"Kati Heller, Mallory Brodnik, Marissa Powe, Peyton Van Soest, Sophia North",1,0.0,0.0,0.0,,,,0,0,,,,
155,"Ashley Gao, Kati Heller, Mallory Brodnik, Peyton Van Soest, Sophia North",1,0.0,0.0,0.0,,,,0,0,,,,
156,"Ashley Gao, Kati Heller, Marissa Powe, Peyton Van Soest, Sophia North",1,0.0,0.0,0.0,,,,0,0,,,,
157,"Ashley Gao, Elizabeth Shaw, Ellie Gross, Grace Hynes, Klaire Steffens",1,0.0,0.0,0.0,,,,0,0,,,,
158,"Elizabeth Shaw, Ellie Gross, Grace Hynes, Kati Heller, Marissa Powe",1,0.0,0.0,0.0,,,,0,0,,,,
159,"Ashley Gao, Ellie Gross, Grace Hynes, Marissa Powe, Sophia North",1,0.0,0.0,0.0,,,,0,0,,,,
160,"Ashley Gao, Ellie Gross, Klaire Steffens, Mallory Brodnik, Marissa Powe",2,0.0,0.0,0.0,,,,0,0,,,,
161,"Bella Alfaro, Grace Hynes, Kati Heller, Marissa Powe, Peyton Van Soest",2,0.0,0.0,0.0,,,,0,0,,,,
162,"Ashley Gao, Elizabeth Shaw, Kati Heller, Klaire Steffens, Marissa Powe",1,0.0,0.0,0.0,,,,0,0,,,,
