,Time,Action,Team
463,03:20,"GROSS,PAIGE
                                 goes to the bench",Emory
464,03:03,"JAMES,MOLLY made layup",Opponent
465,02:47,"MARTINI,KATHERINE missed jump shot",Emory
466,02:47,"KREUSSER,CHLOE offensive rebound",Emory
467,02:40,"Foul by GONZALEZ,SELENYA",Opponent
468,02:40,"KENNEDY,LILY made free throw",Emory
469,02:40,"KENNEDY,LILY missed free throw",Emory
470,02:40,"MIRES,LILY defensive rebound",Opponent
471,02:37,"Foul by GERY,LILAH",Emory
472,02:37,"MIRES,LILY missed free throw",Opponent
473,02:37,TEAM deadball rebound,Opponent
474,02:37,"MIRES,LILY missed free throw",Opponent
475,02:37,"MARTINI,KATHERINE defensive rebound",Emory
476,02:36,"LOWNDES,CHARLOTTE missed layup",Emory
477,02:36,TEAM offensive rebound,Emory
478,02:16,"MARTINI,KATHERINE made jump shot",Emory
479,02:16,"Assist by KENNEDY,LILY",Emory
480,01:57,"WILLIAMS,MAYA missed jump shot",Opponent
481,01:57,"LOWNDES,CHARLOTTE defensive rebound",Emory
482,01:45,"KREUSSER,CHLOE missed jump shot",Emory
483,01:45,"CELLER,CHLOE defensive rebound",Opponent
484,01:35,"CELLER,CHLOE missed layup",Opponent
485,01:35,"LOWNDES,CHARLOTTE defensive rebound",Emory
486,01:19,"MARTINI,KATHERINE made jump shot",Emory
487,00:44,"Foul by GERY,LILAH",Emory
488,00:44,"MIRES,LILY made free throw",Opponent
489,00:44,"MIRES,LILY made free throw",Opponent
490,00:24,"LOWNDES,CHARLOTTE missed 3-pt. jump shot",Emory
491,00:24,"MIRES,LILY defensive rebound",Opponent
492,00:18,"CELLER,CHLOE missed 3-pt. jump shot",Opponent
493,00:18,"GERY,LILAH defensive rebound",Emory
