,Time,Action,Team
366,01:38,"LOWNDES,CHARLOTTE offensive rebound",Emory
367,01:22,"KENNEDY,LILY missed 3-pt. jump shot",Emory
368,01:22,"MARTINI,KATHERINE offensive rebound",Emory
369,01:07,"MARTINI,KATHERINE made layup",Emory
370,00:41,"Turnover by CELLER,CHLOE",Opponent
371,00:40,"Steal by GROSS,PAIGE",Emory
372,00:31,"Turnover by MARTINI,KATHERINE",Emory
373,00:00,"MIRES,LILY made jump shot",Opponent
374,00:00,"Assist by OHM,LULU",Opponent
375,10:00,"CELLER,CHLOE
                                 enters the game",Opponent
376,10:00,"OHM,LULU
                                 enters the game",Opponent
377,10:00,"MIRES,LILY
                                 enters the game",Opponent
378,10:00,"WILLIAMS,MAYA
                                 enters the game",Opponent
379,10:00,"JAMES,MOLLY
                                 enters the game",Opponent
380,10:00,"PIERRE,TATHIANA
                                 goes to the bench",Opponent
381,10:00,"MARCHESE,FRANCESCA
                                 goes to the bench",Opponent
382,10:00,"REAVIS,EMMA
                                 goes to the bench",Opponent
383,10:00,"SMALLY,SHANNON
                                 goes to the bench",Opponent
384,10:00,"GRESKO,CAITLIN
                                 goes to the bench",Opponent
385,09:43,"CELLER,CHLOE missed 3-pt. jump shot",Opponent
386,09:43,"LAUDICK,MORGAN defensive rebound",Emory
387,09:28,"MARTIN,ERIN made jump shot",Emory
388,09:25,"Turnover by MIRES,LILY",Opponent
389,09:18,"Turnover by LAUDICK,MORGAN",Emory
390,08:58,"CELLER,CHLOE missed layup",Opponent
391,08:58,"LAUDICK,MORGAN defensive rebound",Emory
392,08:42,"MARTIN,ERIN made jump shot",Emory
393,08:42,"Assist by AUZA,MARIANE",Emory
394,08:16,"KREUSSER,CHLOE
                                 enters the game",Emory
395,08:16,"LAUDICK,MORGAN
                                 goes to the bench",Emory
396,08:16,"KENNEDY,ABBY
                                 enters the game",Opponent
397,08:16,"SMALLY,SHANNON
                                 enters the game",Opponent
398,08:16,"GRESKO,CAITLIN
                                 enters the game",Opponent
399,08:16,"JAMES,MOLLY
                                 goes to the bench",Opponent
400,08:16,"MIRES,LILY
                                 goes to the bench",Opponent
401,08:16,"WILLIAMS,MAYA
                                 goes to the bench",Opponent
402,08:07,"GRESKO,CAITLIN made layup",Opponent
403,08:05,"Foul by KREUSSER,CHLOE",Emory
