,X,Y,Region
279,0.2,8.8,Left Corner
280,0.2,9.0,Left Corner
281,0.2,9.200000000000001,Left Corner
282,0.2,9.4,Left Corner
283,0.2,9.600000000000001,Left Corner
284,0.2,9.8,Left Corner
285,0.2,10.0,Left Corner
286,0.2,10.200000000000001,Left Corner
287,0.2,10.4,Left Corner
288,0.2,10.600000000000001,Left Corner
289,0.2,10.8,Left Corner
290,0.2,11.0,Left Corner
291,0.2,11.200000000000001,Left Corner
292,0.2,11.4,Left Corner
293,0.2,11.600000000000001,Left Corner
294,0.2,11.8,Left Corner
295,0.2,12.0,Left Corner
296,0.2,12.200000000000001,Left Corner
