,Team,Field Goal,Field Goal %,3 Point,3 Point %,Free Throw,Free Throw %,Rebounds,Assists,Turnovers,Points off Turnovers,2nd Chance Points,Points in the Paint,Fastbreak Points,Bench Points,Largest Lead,Time of Largest Lead,OREB,DREB,STL,BLK,PF,PTS,Opponent,Date,AST,REB,TOV,PTS OFF TOV,2ND CHANCE,PAINT,FASTBREAK,BENCH,FGM,FGA,3PM,3PA,FTM,FTA,FG%,3P%,FT%,Chicago,FG,3PT,FT
18,Ill. Wesleyan,25-61,41.0%,7-21,33.3%,10-16,62.5%,45,12,12,6,15,26,5,6,7.0,1st-14:01,12,33,5,4,17,67,Ill. Wesleyan,"December 20, 2022",12,45,12,6,15,26,5,6,25,61,7,21,10,16,41.0,33.3,62.5,False,25-61,7-21,10-16
19,Chicago,21-62,33.9%,7-35,20.0%,14-18,77.8%,38,11,11,6,7,22,6,24,2.0,1st-19:42,10,28,5,7,17,63,Ill. Wesleyan,"December 20, 2022",11,38,11,6,7,22,6,24,21,62,7,35,14,18,33.9,20.0,77.8,True,21-62,7-35,14-18
2,Team,Field Goal,Field Goal %,3 Point,3 Point %,Free Throw,Free Throw %,Rebounds,Assists,Turnovers,Points off Turnovers,2nd Chance Points,Points in the Paint,Fastbreak Points,Bench Points,Largest Lead,Time of Largest Lead,OREB,DREB,STL,BLK,PF,PTS,Opponent,Date,AST,REB,TOV,PTS OFF TOV,2ND CHANCE,PAINT,FASTBREAK,BENCH,FGM,FGA,3PM,3PA,FTM,FTA,FG%,3P%,FT%,Chicago,FG,3PT,FT
