,Play Type,Outcome
0,Left,T
1,Right,P
2,Right,P
3,Left,P
4,Left,P
5,Right,T
6,Right,F
7,Reject,1
8,Left,P
9,Reject,1
10,Right,P
11,Reject,F
12,Left,P
13,Left,P
14,Right,1
15,Reject,P
16,Left,P
17,Right,F
18,Reject,1
19,Reject,1
20,Right,P
21,Right,P
22,Left,0
23,Left,T
24,Reject,P
25,Reject,P
26,Reject,0
27,Right,P
28,Right,P
29,Left,P
30,Right,0
31,Left,P
32,Reject,0
33,Left,P
34,Left,0
35,Left,T
