,Play Type,Outcome
0,Isolation,0
1,Isolation,0
2,Isolation,0
3,Isolation,0
4,Isolation,0
5,Isolation,0
6,Isolation,0
7,Isolation,0
8,Isolation,0
9,Isolation,1
10,Isolation,F
11,Isolation,F
12,Isolation,F
13,Down Screen,1
14,Pull-Up,0
15,Pull-Up,0
16,Pull-Up,0
17,Pull-Up,0
18,Pull-Up,0
19,Pull-Up,0
20,Pull-Up,0
21,Pull-Up,0
22,Pull-Up,1
23,Pull-Up,1
24,Pull-Up,1
25,Pick-and-Pop,0
26,Pick-and-Pop,0
27,Post-Up,0
28,Post-Up,0
29,Post-Up,0
30,Post-Up,0
31,Post-Up,1
32,Post-Up,F
33,PnR Drive,0
34,PnR Drive,0
35,PnR Drive,0
36,PnR Drive,0
37,PnR Drive,0
38,PnR Drive,1
39,PnR Drive,1
40,PnR Drive,1
41,PnR Drive,F
42,Perimeter Pass,0
43,Perimeter Pass,0
44,Perimeter Pass,0
45,Perimeter Pass,0
46,Perimeter Pass,0
47,Perimeter Pass,0
48,Perimeter Pass,1
49,Perimeter Pass,1
50,PnR Roll Man,0
51,PnR Roll Man,0
52,PnR Roll Man,0
53,PnR Roll Man,1
54,PnR Roll Man,1
55,PnR Roll Man,F
56,Pull-Up,0
57,Pull-Up,0
58,Flare Screen,1
59,Offensive Rebound,1
60,Offensive Rebound,F
61,Transition,1
62,Drive + Kick,0
63,Drive + Kick,F
64,Drive + Kick,1
65,Drive + Kick,1
66,Drive + Kick,1
67,Drive + Kick,1
