Ab Rv,City,Color Primary,Color Secondary,Conference,Country,Display Name,Division,Hash,ID,Image URL,League ID,Name,Nick,State,Timestamp,Venue ID,Version
,,00529b,fdb813,CCC,,Western New Eng.,3,3806275057236312064,b3df9c0f-5e48-4ab5-b6bf-30d3ed03a2ed,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Western New England,9dd57362-8707-4369-b418-9e65f6ea3f48,Western New England,Golden Bears,MA,,,
,,003DA5,C1C6C8,DIII Independent,,Albertus Magnus,3,3180126655066669056,d0016917-46fa-41cb-8723-716ec9074023,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Albertus Magnus,9dd57362-8707-4369-b418-9e65f6ea3f48,Albertus Magnus,Falcons,CT,,,
,,1e356e,b99a5e,DIII Independent,,SUNY Canton,3,2932928410038566912,de4d3bb8-b6fa-43b4-b10f-cbfa4e9c4b6b,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/SUNY Canton,9dd57362-8707-4369-b418-9e65f6ea3f48,SUNY Canton,Kangaroos,NY,,,
,,FFB81C,C1C6C8,NCHA,,Adrian,3,1319052572635430912,2d9d3275-b38f-4999-8b79-6ce31a1b277e,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Adrian,9dd57362-8707-4369-b418-9e65f6ea3f48,Adrian,Bulldogs,MI,,,
,,00529b,fdbc0f,New England Hockey (Women),,Southern Me.,3,4474326723713826816,45997778-0535-436c-ba03-9cf65beb7000,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Southern Maine,9dd57362-8707-4369-b418-9e65f6ea3f48,Southern Maine,Huskies,ME,,,
,,6F263D,75787B,MIAC,,Augsburg,3,4313402921279553536,fca858be-b1b3-4112-98d8-e432addd000c,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Augsburg,9dd57362-8707-4369-b418-9e65f6ea3f48,Augsburg,Auggies,MN,,,
,,6341,A2AAAD,New England Hockey (Women),,Babson,3,2788939642177585152,111de6d5-fba6-4d6c-b131-2dc3e6259e4c,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Babson,9dd57362-8707-4369-b418-9e65f6ea3f48,Babson,Beavers,MA,,,
,,071D49,BA0C2F,New England Hockey (Women),,New England Col.,3,4285602474145873920,33ca04ff-b7df-4f88-866a-31bf1a84aa87,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/New England College,9dd57362-8707-4369-b418-9e65f6ea3f48,New England College,Pilgrims,NH,,,
,,003C71,F1C400,UCHC (Women),,Neumann,3,2978434054543638528,bc2156b2-d2d7-49de-a9a7-49dcfdc04cf3,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Neumann,9dd57362-8707-4369-b418-9e65f6ea3f48,Neumann,Knights,PA,,,
,,0032A0,53565A,NCHA,,Finlandia,3,2964620776147255296,bd26ab09-7a4f-444b-b92d-b849875bdfde,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Finlandia,9dd57362-8707-4369-b418-9e65f6ea3f48,Finlandia,Lions,MI,,,
,,CB6015,10101,SUNYAC,,Buffalo St.,3,4313229965094027264,381c8fc6-086b-4176-9b27-4c715dbf34fa,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Buffalo St.,9dd57362-8707-4369-b418-9e65f6ea3f48,Buffalo St.,Bengals,NY,,,
,,3087,D3BC8D,NESCAC,,Hamilton,3,3693965061912526848,2cdd10eb-c15b-4a6d-85bb-a76f89f28151,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Hamilton,9dd57362-8707-4369-b418-9e65f6ea3f48,Hamilton,Continentals,NY,,,
,,115740,FFC72C,MASCAC,,Fitchburg St.,3,304581061097029632,841c8887-6cab-43f3-8e4a-17c137e93eee,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Fitchburg St.,9dd57362-8707-4369-b418-9e65f6ea3f48,Fitchburg St.,Falcons,MA,,,
,,c10421,0,SUNYAC,,SUNY Cortland,3,4279252566862200832,39ebcb6b-9f37-4bf8-963d-3fde2a99af38,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/SUNY Cortland,9dd57362-8707-4369-b418-9e65f6ea3f48,SUNY Cortland,Red Dragons,NY,,,
,,2855,89764B,MIAC,,Bethel (MN),3,181822488378867712,4ec3791f-b317-4831-8746-b0343df05434,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Bethel (MN),9dd57362-8707-4369-b418-9e65f6ea3f48,Bethel (MN),Royals,MN,,,
,,440099,C1C6C8,CCC,,Curry,3,525960385103134720,ff9c3ac9-15f7-4a22-8465-1e227c693c63,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Curry,9dd57362-8707-4369-b418-9e65f6ea3f48,Curry,Colonels,MA,,,
,,12169,CBC4BC,NESCAC,,Colby,3,4190047086114242560,99be6794-a642-4faf-966e-7daa9d58dd0d,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Colby,9dd57362-8707-4369-b418-9e65f6ea3f48,Colby,Mules,ME,,,
,,A6192E,B1B3B3,DIII Independent,,Bryn Athyn,3,4561170092708069376,096755a4-7a2a-4275-bca2-d10846e652bc,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Bryn Athyn,9dd57362-8707-4369-b418-9e65f6ea3f48,Bryn Athyn,Lions,PA,,,
,,6298,FF9E1B,NCHA,,Concordia Wisconsin,3,1963845234563481600,1837063f-9883-492a-b421-0cae7736f7d0,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Concordia Wisconsin,9dd57362-8707-4369-b418-9e65f6ea3f48,Concordia Wisconsin,Falcons,WI,,,
,,A2AAAD,10101,NESCAC,,Bowdoin,3,1154179292221931520,48dd2d95-f0e7-4d55-bc69-a5f6f56d825c,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Bowdoin,9dd57362-8707-4369-b418-9e65f6ea3f48,Bowdoin,Polar Bears,ME,,,
,,003d7e,0,SUNYAC,,SUNY Geneseo,3,694517285020237824,af38409c-4945-4121-813e-224824ce800e,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/SUNY Geneseo,9dd57362-8707-4369-b418-9e65f6ea3f48,SUNY Geneseo,Knights,NY,,,
,,EAAA00,63666A,MASCAC,,Framingham St.,3,64711926503964672,43751d48-2bdc-48ea-8021-4ad7dd10e813,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Framingham St.,9dd57362-8707-4369-b418-9e65f6ea3f48,Framingham St.,Rams,MA,,,
,,3057,007A53,CCC,,Endicott,3,24481023676907520,d4de8d1f-e3df-4063-a1ef-03a2c218d1dc,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Endicott,9dd57362-8707-4369-b418-9e65f6ea3f48,Endicott,Gulls,MA,,,
,,512D6D,F3D03E,UCHC (Women),,Elmira,3,2511106810618839040,6eabdc18-9c5f-4853-a2c1-5572e71b6d59,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Elmira,9dd57362-8707-4369-b418-9e65f6ea3f48,Elmira,Soaring Eagles,NY,,,
,,115740,A2ACAB,New England Hockey (Women),,Castleton,3,3618213564071804928,f1422af4-fe4d-49fb-a8ca-374d94d2b3b8,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Castleton,9dd57362-8707-4369-b418-9e65f6ea3f48,Castleton,Spartans,VT,,,
,,582C83,B2B4B2,UCHC (Women),,Chatham,3,1960173385417752576,a4ffad0f-b74a-499d-808f-63aca5761b78,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Chatham,9dd57362-8707-4369-b418-9e65f6ea3f48,Chatham,Cougars,PA,,,
,,9D2235,B2B4B2,MIAC,,Hamline,3,3954669493027864576,3876d875-27c8-455e-8bb1-c3089caf9acd,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Hamline,9dd57362-8707-4369-b418-9e65f6ea3f48,Hamline,Pipers,MN,,,
,,0f2242,ffb914,MASCAC,,UMass Dartmouth,3,1581372493422133248,5bb42d10-fccb-4157-bd80-eb50210e173d,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/UMass Dartmouth,9dd57362-8707-4369-b418-9e65f6ea3f48,UMass Dartmouth,Corsairs,MA,,,
,,C8102E,10101,NCHA,,Lake Forest,3,723244420740153344,a0ce1b0e-28e9-4f63-ae8a-6e6a4ea768b6,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Lake Forest,9dd57362-8707-4369-b418-9e65f6ea3f48,Lake Forest,Foresters,IL,,,
,,003DA5,10101,NCHA,,Marian (WI),3,2985502928615243776,0f7e464c-0c1a-4e73-af1b-71a1760d8dd5,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Marian (WI),9dd57362-8707-4369-b418-9e65f6ea3f48,Marian (WI),Sabres,WI,,,
,,004B87,B3B3B3,NCHA,,Lawrence,3,1097207167368298496,6ccf53ee-f7a0-4ed1-9b21-e56d2432c05a,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Lawrence,9dd57362-8707-4369-b418-9e65f6ea3f48,Lawrence,Vikings,WI,,,
,,500778,FF6720,New England Hockey (Women),,Hobart,3,499384819692601344,7e21ddab-dd26-41ad-a968-fc2e9f0fc2b7,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Hobart,9dd57362-8707-4369-b418-9e65f6ea3f48,Hobart,Statesmen,NY,,,
,,001A70,EAAA00,New England Hockey (Women),,JWU (Providence),3,3742993170158321664,66a87c10-dfce-49f2-8a01-6d6bea3329bc,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/JWU (Providence),9dd57362-8707-4369-b418-9e65f6ea3f48,JWU (Providence),Wildcats,RI,,,
,,A6192E,FFCD00,UCHC (Women),,King's (PA),3,4412966173075832832,457ada13-7bd6-40e2-b4d2-777521466074,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/King's (PA),9dd57362-8707-4369-b418-9e65f6ea3f48,King's (PA),Monarchs,PA,,,
,,9D2235,A2AAAD,UCHC (Women),,Manhattanville,3,1414701500759801856,ea526a90-e2b4-4674-9927-a6b749960dd7,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Manhattanville,9dd57362-8707-4369-b418-9e65f6ea3f48,Manhattanville,Valiants,NY,,,
,,3057,B1B3B3,UCHC (Women),,Lebanon Valley,3,4502016770860646400,c9ecf17d-db63-445f-b562-29c031be2df8,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Lebanon Valley,9dd57362-8707-4369-b418-9e65f6ea3f48,Lebanon Valley,Flying Dutchmen,PA,,,
,,00573d,0,MASCAC,,Plymouth St.,3,4027067907753115648,586090be-ee7b-451e-83a3-fc04feae0ca7,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Plymouth St.,9dd57362-8707-4369-b418-9e65f6ea3f48,Plymouth St.,Panthers,NH,,,
,,d01a2b,0,SUNYAC,,Plattsburgh St.,3,2979139859404292096,05d5afb7-226e-46a4-a125-e30417146318,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Plattsburgh St.,9dd57362-8707-4369-b418-9e65f6ea3f48,Plattsburgh St.,Cardinals,NY,,,
,,981a37,0,SUNYAC,,SUNY Potsdam,3,2445635110842662912,14a442bb-78df-4e80-bad4-476cfa1689fc,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/SUNY Potsdam,9dd57362-8707-4369-b418-9e65f6ea3f48,SUNY Potsdam,Bears,NY,,,
,,001a44,f47d31,MASCAC,,Salem St.,3,1864467014253281280,d55b8d27-e49a-4879-b621-6117639cc48d,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Salem St.,9dd57362-8707-4369-b418-9e65f6ea3f48,Salem St.,Vikings,MA,,,
,,5188,005a53,CCC,,Salve Regina,3,1353187746490875904,04952f59-a5f7-48c5-8301-4ef69f01cd46,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Salve Regina,9dd57362-8707-4369-b418-9e65f6ea3f48,Salve Regina,Seahawks,RI,,,
,,007A53,10101,CCC,,Nichols,3,3652621988041588736,c3cb1a25-4363-4344-8bfd-d945f94709ef,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Nichols,9dd57362-8707-4369-b418-9e65f6ea3f48,Nichols,Bison,MA,,,
,,BA0C2F,5B6770,NCHA,,MSOE,3,1874578471074660352,9d9e7684-a583-44d8-8062-1eacddb5028c,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/MSOE,9dd57362-8707-4369-b418-9e65f6ea3f48,MSOE,Raiders,WI,,,
,,0079c2,0,CCC,,U New England,3,1988925109825437696,bc700b42-574c-4aa2-9afc-d1557bca8579,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/U New England,9dd57362-8707-4369-b418-9e65f6ea3f48,U New England,Nor'easters,ME,,,
,,215732,EAAA00,SUNYAC,,Oswego St.,3,3182632444213854208,585e482f-5b45-49a7-a34e-b5e59209fa72,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Oswego St.,9dd57362-8707-4369-b418-9e65f6ea3f48,Oswego St.,Lakers,NY,,,
,,2E1A47,C6AA76,UCHC (Women),,Nazareth,3,1944907059455590400,e124ce12-7392-43ef-87e8-9d33b1388b6e,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Nazareth,9dd57362-8707-4369-b418-9e65f6ea3f48,Nazareth,Golden Flyers,NY,,,
,,862633,89764B,New England Hockey (Women),,Norwich,3,548372810796367872,24f45cdf-7eb7-43bf-ae30-029041a2d0a6,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Norwich,9dd57362-8707-4369-b418-9e65f6ea3f48,Norwich,Cadets,VT,,,
,,418FDE,774212,NESCAC,,Tufts,3,867997798006521856,1fad82c2-6890-4648-8eba-87d7a3616da0,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Tufts,9dd57362-8707-4369-b418-9e65f6ea3f48,Tufts,Jumbos,MA,,,
,,3473,0,NCHA,,Trine,3,2621069501088661504,732c1afa-1dcf-4d8b-9454-8458fb8e46bd,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Trine,9dd57362-8707-4369-b418-9e65f6ea3f48,Trine,Thunder,IN,,,
,,dd1a32,002c5c,MIAC,,Saint Mary's (MN),3,2877222158075953152,2fb2aa1f-4eee-4cab-b68f-f409bbf58bec,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Saint Mary's (MN),9dd57362-8707-4369-b418-9e65f6ea3f48,Saint Mary's (MN),Cardinals,MN,,,
,,3057,FFCD00,NESCAC,,Trinity (CT),3,841272744111767552,e149d5c8-d7bc-429e-b4f4-a5b98426c4d6,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Trinity (CT),9dd57362-8707-4369-b418-9e65f6ea3f48,Trinity (CT),Bantams,CT,,,
,,cf8b29,0,MIAC,,St. Olaf,3,4125245231585034240,e93f0353-6459-4df6-aef5-960f99108692,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/St. Olaf,9dd57362-8707-4369-b418-9e65f6ea3f48,St. Olaf,Oles,MN,,,
,,2a5132,f9bc48,NCHA,,St. Norbert,3,1746177844632879104,8a329d81-e533-410d-bbbd-ff9efaa381c7,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/St. Norbert,9dd57362-8707-4369-b418-9e65f6ea3f48,St. Norbert,Green Knights,WI,,,
,,77b3de,c00f34,MIAC,,Saint John's (MN),3,1020596519302070272,e7a0af81-0771-47a4-a7f6-f2ae33a370b3,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Saint John's (MN),9dd57362-8707-4369-b418-9e65f6ea3f48,Saint John's (MN),Johnnies,MN,,,
,,0c102d,c0931e,CCC,,Suffolk,3,2094625062433849344,ab3295ce-3e28-43f4-9f04-f8ae97a9d201,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Suffolk,9dd57362-8707-4369-b418-9e65f6ea3f48,Suffolk,Rams,MA,,,
,,e75929,0f203b,UCHC (Women),,Utica,3,1509054139034763264,385cff5a-c6e0-486e-b5f6-4ec75d9855e3,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Utica,9dd57362-8707-4369-b418-9e65f6ea3f48,Utica,Pioneers,NY,,,
,,5746,0,UCHC (Women),,Stevenson,3,643030411076698112,158a2ad6-2261-4169-bdb9-9684ea70d427,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Stevenson,9dd57362-8707-4369-b418-9e65f6ea3f48,Stevenson,Mustangs,MD,,,
,,1f3d7d,f5e063,MASCAC,,Worcester St.,3,2603364318749655040,2311bcbe-22a8-418e-b0da-e16a0a1d6732,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Worcester St.,9dd57362-8707-4369-b418-9e65f6ea3f48,Worcester St.,Lancers,MA,,,
,,0e2f4e,0,DIII Independent,,Rivier,3,3156008846036566016,16c85ab0-60ee-47f1-87ca-4ba468ca4180,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Rivier,9dd57362-8707-4369-b418-9e65f6ea3f48,Rivier,Raiders,NH,,,
,,5F259F,FFD100,NESCAC,,Williams,3,3026861913192529920,57739fa5-03f9-4ee6-b69d-6fd542a32c78,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Williams,9dd57362-8707-4369-b418-9e65f6ea3f48,Williams,Ephs,MA,,,
,,1b509e,0,MASCAC,,Westfield St.,3,2692149689419038720,8580b479-9b07-4064-aa1a-3a3944a14c4b,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Westfield St.,9dd57362-8707-4369-b418-9e65f6ea3f48,Westfield St.,Owls,MA,,,
,,BA0C2F,999999,NESCAC,,Wesleyan (CT),3,1222885428789510144,897112f2-0924-49bb-a2b4-2ca5eeddbc19,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Wesleyan (CT),9dd57362-8707-4369-b418-9e65f6ea3f48,Wesleyan (CT),Cardinals,CT,,,
,,ce0f42,0,WIAC,,UW-River Falls,3,2511179887339896832,78a0bbd9-9066-46e6-9250-4806a5d08aaf,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/UW-River Falls,9dd57362-8707-4369-b418-9e65f6ea3f48,UW-River Falls,Falcons,WI,,,
,,9D2235,676767,UCHC (Women),,Arcadia,3,1025545451203461120,f61df5c0-569a-4bc3-9fbb-5fe55040bdb3,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Arcadia,9dd57362-8707-4369-b418-9e65f6ea3f48,Arcadia,Knights,PA,,,
,,00457c,ffd51d,UCHC (Women),,Wilkes,3,4003522431032492032,e4c06f81-da74-4d37-9e45-0ac0040ce401,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Wilkes,9dd57362-8707-4369-b418-9e65f6ea3f48,Wilkes,Colonels,PA,,,
,,4E+94,f7af4d,NCHA,,St. Scholastica,3,1997425447104675840,07a9e63a-45ae-4ff9-93da-299a51cc8335,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/St. Scholastica,9dd57362-8707-4369-b418-9e65f6ea3f48,St. Scholastica,Saints,MN,,,
,,522874,0,MIAC,,St. Thomas (MN),3,1340408921705152512,5b35ab2a-619a-4229-bcdb-68a5d3e542ab,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/St. Thomas (MN),9dd57362-8707-4369-b418-9e65f6ea3f48,St. Thomas (MN),Tommies,MN,,,
,,6C1D45,EAAA00,MIAC,,Concordia-M'head,3,242285124564025344,35442229-d9a6-42a4-b013-c7543b728ea3,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Concordia-Moorhead,9dd57362-8707-4369-b418-9e65f6ea3f48,Concordia-Moorhead,Cobbers,MN,,,
,,002F6C,10101,NESCAC,,Middlebury,3,4555262268555657216,52265983-5631-4da5-ad4b-ee3e54685395,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Middlebury,9dd57362-8707-4369-b418-9e65f6ea3f48,Middlebury,Panthers,VT,,,
,,ffbe00,0,CCC,,Wentworth,3,2242915001671090176,4c745697-730e-4b9d-841f-9f63f968c2ce,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Wentworth,9dd57362-8707-4369-b418-9e65f6ea3f48,Wentworth,Leopards,MA,,,
,,0,0,MIAC,,Saint Benedict,3,256769017006522368,3967601d-2fac-4bb2-a414-865f6bf60655,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Saint Benedict,9dd57362-8707-4369-b418-9e65f6ea3f48,Saint Benedict,Bennies,MN,,,
,,0,0,DIII Independent,,Hilbert,3,3585470279595327488,477aa891-6eeb-47ff-bab0-02001b19a4de,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Hilbert,9dd57362-8707-4369-b418-9e65f6ea3f48,Hilbert,Hawks,NY,,,
,,0,0,MIAC,,St. Catherine,3,1569843555659153408,2e60a254-71b0-4d33-80b5-c322a98f310b,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/St. Catherine,9dd57362-8707-4369-b418-9e65f6ea3f48,St. Catherine,Wildcats,MN,,,
,,0,0,New England Hockey (Women),,William Smith,3,1021086927257862144,ad392929-88b1-409e-a361-c6323518cf40,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/William Smith,9dd57362-8707-4369-b418-9e65f6ea3f48,William Smith,Herons,NY,,,
,,0,0,DIII Independent,,Hilbert,3,3802272392529575936,4a442dc5-e649-441f-bfdf-31b8bf86798a,https://se-img.dcd-production.i.geniussports.com/1a6de218117b9b43ed1e3c5451e7a209T1.png,906c9b55-3e7c-4027-a29b-2289c5790b02,Hilbert,Hawks,NY,,,
,,0,0,UCHC (Women),,Alvernia,3,4008125648131325952,759a715f-9e73-4bee-abe2-0243388356dc,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/Alvernia,9dd57362-8707-4369-b418-9e65f6ea3f48,Alvernia,Golden Wolves,PA,,,
,,0,0,MIAC,,Saint Benedict,3,1269812563588153344,12dced4e-5e44-4b14-9af5-da704f7d9f21,https://se-img.dcd-production.i.geniussports.com/bda673f6dafcd7fbe673cd7fd92162acT1.png,906c9b55-3e7c-4027-a29b-2289c5790b02,Saint Benedict,Bennies,MN,,,
,,228bce,0,New England Hockey (Women),,UMass Boston,3,3209041667688497152,9e0f027a-9958-48ba-ad47-f5108b829aaf,https://stats-assets.fastmodelsports.com/images/teams/NCAAHW-D3/UMass Boston,9dd57362-8707-4369-b418-9e65f6ea3f48,UMass Boston,Beacons,MA,,,
,,0,0,MIAC,,St. Catherine,3,2522477547556438016,41c44617-bd0d-4c15-822e-5cad0a41e5eb,https://se-img.dcd-production.i.geniussports.com/ab61bd3b7549857a9901dc2172ba7d35T1.png,906c9b55-3e7c-4027-a29b-2289c5790b02,St. Catherine,Wildcats,MN,,,
,,0,0,New England Hockey (Women),,William Smith,3,2592931544687443968,d73595ab-d87f-4c81-be5b-ac906e3bc06c,https://download.fastmodeltechnologies.com/FSimages/logos/default_team_logo.png,906c9b55-3e7c-4027-a29b-2289c5790b02,William Smith,Herons,NY,,,
